"data","nome_drs","total_covid_uti_mm7d","pop","leitos_pc","internacoes_7d","internacoes_7d_l","internacoes_7v7","nowcasting","notificados","now_7d","not_7d","now_7v7","not_7v7","nome.obs"
2020-01-27,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,34,NA,-2.85714285714286,"Grande_Sao_Paulo"
2020-01-28,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,29,NA,-32.5581395348837,"Grande_Sao_Paulo"
2020-01-29,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,34,NA,-8.10810810810811,"Grande_Sao_Paulo"
2020-01-30,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,38,NA,15.1515151515152,"Grande_Sao_Paulo"
2020-01-31,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,39,NA,11.4285714285714,"Grande_Sao_Paulo"
2020-02-01,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,37,NA,19.3548387096774,"Grande_Sao_Paulo"
2020-02-02,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,42,NA,61.5384615384615,"Grande_Sao_Paulo"
2020-02-03,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,38,NA,11.7647058823529,"Grande_Sao_Paulo"
2020-02-04,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,42,NA,44.8275862068965,"Grande_Sao_Paulo"
2020-02-05,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,40,NA,17.6470588235294,"Grande_Sao_Paulo"
2020-02-06,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,35,NA,-7.89473684210526,"Grande_Sao_Paulo"
2020-02-07,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,38,NA,-2.56410256410256,"Grande_Sao_Paulo"
2020-02-10,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,49,NA,32.4324324324324,"Grande_Sao_Paulo"
2020-02-11,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,52,NA,23.8095238095238,"Grande_Sao_Paulo"
2020-02-12,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,53,NA,39.4736842105263,"Grande_Sao_Paulo"
2020-02-13,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,53,NA,26.1904761904762,"Grande_Sao_Paulo"
2020-02-14,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,58,NA,45,"Grande_Sao_Paulo"
2020-02-15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,57,NA,62.8571428571429,"Grande_Sao_Paulo"
2020-02-16,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,48,NA,26.3157894736842,"Grande_Sao_Paulo"
2020-02-17,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,48,NA,-2.04081632653061,"Grande_Sao_Paulo"
2020-02-18,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,53,NA,1.92307692307692,"Grande_Sao_Paulo"
2020-02-19,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,60,NA,13.2075471698113,"Grande_Sao_Paulo"
2020-02-20,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,70,NA,32.0754716981132,"Grande_Sao_Paulo"
2020-02-21,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,73,NA,25.8620689655172,"Grande_Sao_Paulo"
2020-02-22,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,75,NA,31.5789473684211,"Grande_Sao_Paulo"
2020-02-23,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,75,NA,56.25,"Grande_Sao_Paulo"
2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,77,NA,60.4166666666667,"Grande_Sao_Paulo"
2020-02-25,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,67,NA,26.4150943396226,"Grande_Sao_Paulo"
2020-02-26,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,83,NA,38.3333333333333,"Grande_Sao_Paulo"
2020-02-27,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,91,NA,30,"Grande_Sao_Paulo"
2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,95,NA,30.1369863013699,"Grande_Sao_Paulo"
2020-02-29,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,94,NA,25.3333333333333,"Grande_Sao_Paulo"
2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,95,NA,26.6666666666667,"Grande_Sao_Paulo"
2020-03-02,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,101,NA,31.1688311688312,"Grande_Sao_Paulo"
2020-03-03,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,115,NA,71.6417910447761,"Grande_Sao_Paulo"
2020-03-04,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,102,NA,22.8915662650602,"Grande_Sao_Paulo"
2020-03-05,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,94,NA,3.2967032967033,"Grande_Sao_Paulo"
2020-03-06,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,89,NA,-6.31578947368421,"Grande_Sao_Paulo"
2020-03-07,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,95,NA,1.06382978723404,"Grande_Sao_Paulo"
2020-03-08,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,99,NA,4.21052631578947,"Grande_Sao_Paulo"
2020-03-09,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,119,NA,17.8217821782178,"Grande_Sao_Paulo"
2020-03-10,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,110,NA,-4.34782608695651,"Grande_Sao_Paulo"
2020-03-11,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,118,NA,15.6862745098039,"Grande_Sao_Paulo"
2020-03-12,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,130,NA,38.2978723404255,"Grande_Sao_Paulo"
2020-03-13,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,170,NA,91.0112359550562,"Grande_Sao_Paulo"
2020-03-14,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,182,NA,91.5789473684211,"Grande_Sao_Paulo"
2020-03-15,NA,NA,NA,NA,NA,NA,NA,432,32,3024,208,NA,110.10101010101,"Grande_Sao_Paulo"
2020-03-16,NA,NA,NA,NA,NA,NA,NA,502,94,3269,262,NA,120.168067226891,"Grande_Sao_Paulo"
2020-03-17,NA,NA,NA,NA,NA,NA,NA,475,102,3287.66666666667,355,NA,222.727272727273,"Grande_Sao_Paulo"
2020-03-18,NA,NA,NA,NA,NA,NA,NA,554,173,3435.25,504,NA,327.118644067797,"Grande_Sao_Paulo"
2020-03-19,NA,NA,NA,NA,NA,NA,NA,566,266,3540.6,740,NA,469.230769230769,"Grande_Sao_Paulo"
2020-03-20,NA,NA,NA,NA,NA,NA,NA,791,503,3873.33333333333,1190,NA,600,"Grande_Sao_Paulo"
2020-03-21,NA,NA,NA,NA,NA,NA,NA,616,285,3936,1455,NA,699.450549450549,"Grande_Sao_Paulo"
2020-03-22,NA,NA,NA,NA,NA,NA,NA,598,206,4102,1629,35.6481481481481,683.173076923077,"Grande_Sao_Paulo"
2020-03-23,NA,NA,NA,NA,NA,NA,NA,799,686,4399,2221,34.5671459161823,747.709923664122,"Grande_Sao_Paulo"
2020-03-24,NA,NA,NA,NA,NA,NA,NA,718,589,4642,2708,41.1943627699483,662.816901408451,"Grande_Sao_Paulo"
2020-03-25,NA,NA,NA,NA,NA,NA,NA,692,614,4780,3149,39.1456225893312,524.801587301587,"Grande_Sao_Paulo"
2020-03-26,NA,NA,NA,NA,NA,NA,NA,718,724,4932,3607,39.2984239959329,387.432432432433,"Grande_Sao_Paulo"
2020-03-27,NA,NA,NA,NA,NA,NA,NA,656,770,4797,3874,23.8468158347676,225.546218487395,"Grande_Sao_Paulo"
2020-03-28,NA,NA,NA,NA,NA,NA,NA,634,380,4815,3969,22.3323170731707,172.783505154639,"Grande_Sao_Paulo"
2020-03-29,NA,NA,NA,NA,NA,NA,NA,580,335,4797,4098,16.9429546562652,151.565377532228,"Grande_Sao_Paulo"
2020-03-30,NA,NA,NA,NA,NA,NA,NA,640,1064,4638,4476,5.43305296658331,101.53084196308,"Grande_Sao_Paulo"
2020-03-31,NA,NA,NA,NA,NA,NA,NA,602,830,4522,4717,-2.585092632486,74.1875923190547,"Grande_Sao_Paulo"
2020-04-01,NA,NA,NA,NA,NA,NA,NA,849,833,4679,4936,-2.11297071129707,56.7481740234995,"Grande_Sao_Paulo"
2020-04-02,NA,NA,NA,NA,NA,NA,NA,649,752,4610,4964,-6.52879156528792,37.6212919323537,"Grande_Sao_Paulo"
2020-04-03,NA,NA,NA,NA,NA,NA,NA,643,661,4597,4855,-4.16927246195539,25.3226639132679,"Grande_Sao_Paulo"
2020-04-04,NA,NA,NA,NA,NA,NA,NA,612,416,4575,4891,-4.98442367601246,23.2300327538423,"Grande_Sao_Paulo"
2020-04-05,NA,NA,NA,NA,NA,NA,NA,602,312,4597,4868,-4.16927246195539,18.7896534895071,"Grande_Sao_Paulo"
2020-04-06,NA,NA,NA,NA,NA,NA,NA,672,991,4629,4795,-0.19404915912031,7.12689901697945,"Grande_Sao_Paulo"
2020-04-07,NA,NA,NA,NA,NA,NA,NA,613,720,4640,4685,2.60946483856701,-0.678397286410854,"Grande_Sao_Paulo"
2020-04-08,NA,NA,NA,NA,NA,NA,NA,653,684,4444,4536,-5.02244069245565,-8.10372771474878,"Grande_Sao_Paulo"
2020-04-09,NA,NA,NA,NA,NA,NA,NA,655,675,4450,4459,-3.470715835141,-10.1732473811442,"Grande_Sao_Paulo"
2020-04-10,NA,NA,NA,NA,NA,NA,NA,889,427,4696,4225,2.15357842070916,-12.9763130792997,"Grande_Sao_Paulo"
2020-04-11,NA,NA,NA,NA,NA,NA,NA,638,389,4722,4198,3.21311475409836,-14.1688816193008,"Grande_Sao_Paulo"
2020-04-12,NA,NA,NA,NA,NA,NA,NA,700,348,4820,4234,4.85098977594083,-13.0238290879211,"Grande_Sao_Paulo"
2020-04-13,NA,NA,NA,NA,NA,NA,NA,757,880,4905,4123,5.96241088788075,-14.014598540146,"Grande_Sao_Paulo"
2020-04-14,NA,NA,NA,NA,NA,NA,NA,744,776,5036,4179,8.53448275862069,-10.8004268943436,"Grande_Sao_Paulo"
2020-04-15,NA,NA,NA,NA,NA,NA,NA,891,795,5274,4290,18.6768676867687,-5.42328042328042,"Grande_Sao_Paulo"
2020-04-16,NA,NA,NA,NA,NA,NA,NA,770,690,5389,4305,21.1011235955056,-3.45368916797488,"Grande_Sao_Paulo"
2020-04-17,NA,NA,NA,NA,NA,NA,NA,846,693,5346,4571,13.8415672913118,8.18934911242603,"Grande_Sao_Paulo"
2020-04-18,NA,NA,NA,NA,NA,NA,NA,912,464,5620,4646,19.0173655230834,10.6717484516436,"Grande_Sao_Paulo"
2020-04-19,NA,NA,NA,NA,NA,NA,NA,852,388,5772,4686,19.7510373443983,10.6754841757204,"Grande_Sao_Paulo"
2020-04-20,NA,NA,NA,NA,NA,NA,NA,1283,846,6298,4652,28.3995922528033,12.8304632549115,"Grande_Sao_Paulo"
2020-04-21,NA,NA,NA,NA,NA,NA,NA,847,548,6401,4424,27.1048451151708,5.86264656616415,"Grande_Sao_Paulo"
2020-04-22,NA,NA,NA,NA,NA,NA,NA,905,1105,6415,4734,21.6344330678802,10.3496503496504,"Grande_Sao_Paulo"
2020-04-23,NA,NA,NA,NA,NA,NA,NA,923,970,6568,5014,21.8778994247541,16.4692218350755,"Grande_Sao_Paulo"
2020-04-24,NA,NA,NA,NA,NA,NA,NA,991,971,6713,5292,25.5705200149645,15.7733537519142,"Grande_Sao_Paulo"
2020-04-25,NA,NA,NA,NA,NA,NA,NA,1031,624,6832,5452,21.5658362989324,17.3482565647869,"Grande_Sao_Paulo"
2020-04-26,NA,NA,NA,NA,NA,NA,NA,892,517,6872,5581,19.0575190575191,19.0994451557832,"Grande_Sao_Paulo"
2020-04-27,NA,NA,NA,NA,NA,NA,NA,1007,1366,6596,6101,4.73166084471261,31.1478933791917,"Grande_Sao_Paulo"
2020-04-28,NA,NA,NA,NA,NA,NA,NA,888,914,6637,6467,3.68692391813779,46.1799276672694,"Grande_Sao_Paulo"
2020-04-29,NA,NA,NA,NA,NA,NA,NA,785,1152,6517,6514,1.5900233826968,37.6003379805661,"Grande_Sao_Paulo"
2020-04-30,NA,NA,NA,NA,NA,NA,NA,1016,1083,6610,6627,0.639464068209501,32.1699242122058,"Grande_Sao_Paulo"
2020-05-01,NA,NA,NA,NA,NA,NA,NA,1501,787,7120,6443,6.06286310144496,21.7498110355253,"Grande_Sao_Paulo"
2020-05-02,NA,NA,NA,NA,NA,NA,NA,946,638,7035,6457,2.97131147540984,18.4336023477623,"Grande_Sao_Paulo"
2020-05-03,NA,NA,NA,NA,NA,NA,NA,997,518,7140,6458,3.89988358556461,15.7140297437735,"Grande_Sao_Paulo"
2020-05-04,NA,NA,NA,NA,NA,NA,NA,1083,1342,7216,6434,9.39963614311704,5.45812161940666,"Grande_Sao_Paulo"
2020-05-05,NA,NA,NA,NA,NA,NA,NA,1088,1114,7416,6634,11.7372306765105,2.5823411164373,"Grande_Sao_Paulo"
2020-05-06,NA,NA,NA,NA,NA,NA,NA,957,1092,7588,6574,16.4339419978518,0.92109303039607,"Grande_Sao_Paulo"
2020-05-07,NA,NA,NA,NA,NA,NA,NA,1006,953,7578,6444,14.6444780635401,-2.76143051154369,"Grande_Sao_Paulo"
2020-05-08,NA,NA,NA,NA,NA,NA,NA,1003,967,7080,6624,-0.561797752808989,2.8092503492162,"Grande_Sao_Paulo"
2020-05-09,NA,NA,NA,NA,NA,NA,NA,949,598,7083,6584,0.682302771855011,1.96685767384234,"Grande_Sao_Paulo"
2020-05-10,NA,NA,NA,NA,NA,NA,NA,1422,516,7508,6582,5.15406162464987,1.92009910188913,"Grande_Sao_Paulo"
2020-05-11,NA,NA,NA,NA,NA,NA,NA,1114,1375,7539,6615,4.47616407982262,2.81317998134908,"Grande_Sao_Paulo"
2020-05-12,NA,NA,NA,NA,NA,NA,NA,1052,1183,7503,6684,1.17313915857606,0.753693096171239,"Grande_Sao_Paulo"
2020-05-13,NA,NA,NA,NA,NA,NA,NA,989,1052,7535,6644,-0.698471270427002,1.06480073014907,"Grande_Sao_Paulo"
2020-05-14,NA,NA,NA,NA,NA,NA,NA,1018,1187,7547,6878,-0.40907891264187,6.73494723774053,"Grande_Sao_Paulo"
2020-05-15,NA,NA,NA,NA,NA,NA,NA,1246,1046,7790,6957,10.0282485875706,5.02717391304348,"Grande_Sao_Paulo"
2020-05-16,NA,NA,NA,NA,NA,NA,NA,1009,589,7850,6948,10.8287448821121,5.52855407047388,"Grande_Sao_Paulo"
2020-05-17,NA,NA,NA,NA,NA,NA,NA,1027,579,7455,7011,-0.705913692061813,6.51777575205105,"Grande_Sao_Paulo"
2020-05-18,NA,NA,NA,NA,NA,NA,NA,1147,1383,7488,7019,-0.676482292081178,6.10733182161754,"Grande_Sao_Paulo"
2020-05-19,"DRS 01 Grande São Paulo",1232.85,9268587,60.61,2560,2142,19.5144724556489,906,1299,7342,7135,-2.14580834332933,6.7474566128067,"Grande_Sao_Paulo"
2020-05-20,"DRS 01 Grande São Paulo",1255.71,9268587,61.81,2611,2163,20.7119741100324,1370,1117,7723,7200,2.49502322495024,8.36845273931368,"Grande_Sao_Paulo"
2020-05-21,"DRS 01 Grande São Paulo",1276.14,9268587,62.99,2658,2214,20.0542005420054,943,1090,7648,7103,1.33828011130252,3.27129979645246,"Grande_Sao_Paulo"
2020-05-22,"DRS 01 Grande São Paulo",1295.43,9268587,64.05,2764,2230,23.9461883408072,934,1196,7336,7253,-5.82798459563543,4.25470748886014,"Grande_Sao_Paulo"
2020-05-23,"DRS 01 Grande São Paulo",1309.28,9268587,64.83,2745,2333,17.6596656665238,840,716,7167,7380,-8.70063694267515,6.21761658031088,"Grande_Sao_Paulo"
2020-05-24,"DRS 01 Grande São Paulo",1326,9268587,65.96,2816,2419,16.4117403885903,836,536,6976,7337,-6.42521797451375,4.64983597204393,"Grande_Sao_Paulo"
2020-05-25,"DRS 01 Grande São Paulo",1347.86,9268587,67.15,2833,2512,12.7786624203822,1130,1169,6959,7123,-7.06463675213675,1.48169254879612,"Grande_Sao_Paulo"
2020-05-26,"DRS 01 Grande São Paulo",1355.43,9268587,67.67,2823,2560,10.2734375,914,1203,6967,7027,-5.10760010896214,-1.51366503153469,"Grande_Sao_Paulo"
2020-05-27,"DRS 01 Grande São Paulo",1358.72,9268587,67.85,2876,2611,10.1493680582152,854,1281,6451,7191,-16.4702835685614,-0.125000000000013,"Grande_Sao_Paulo"
2020-05-28,"DRS 01 Grande São Paulo",1360.14,9268587,67.92,2854,2658,7.37396538750941,941,1062,6449,7163,-15.6773012552301,0.844713501337463,"Grande_Sao_Paulo"
2020-05-29,"DRS 01 Grande São Paulo",1375.86,9268587,68.13,2840,2764,2.74963820549928,856,990,6371,6957,-13.1543075245365,-4.08106990210947,"Grande_Sao_Paulo"
2020-05-30,"DRS 01 Grande São Paulo",1393.42,9268587,68.85,2863,2745,4.29872495446266,916,737,6447,6978,-10.0460443700293,-5.44715447154472,"Grande_Sao_Paulo"
2020-05-31,"DRS 01 Grande São Paulo",1402.86,9268587,68.95,2800,2816,-0.568181818181818,856,552,6467,6994,-7.29644495412844,-4.67493525964291,"Grande_Sao_Paulo"
2020-06-01,"DRS 01 Grande São Paulo",1408.15,9268587,69.02,2785,2833,-1.69431697846805,1460,1418,6797,7243,-2.32792067825837,1.68468341990734,"Grande_Sao_Paulo"
2020-06-02,"DRS 01 Grande São Paulo",1423.15,9268587,69.72,2851,2823,0.991852639036486,895,1114,6778,7154,-2.71278886177695,1.80731464351786,"Grande_Sao_Paulo"
2020-06-03,"DRS 01 Grande São Paulo",1447.15,9268587,70.56,2827,2876,-1.70375521557719,855,1089,6779,6962,5.08448302588746,-3.18453622583785,"Grande_Sao_Paulo"
2020-06-04,"DRS 01 Grande São Paulo",1469.29,9268587,71.44,2840,2854,-0.490539593552908,914,924,6752,6824,4.69840285315553,-4.732653915957,"Grande_Sao_Paulo"
2020-06-05,"DRS 01 Grande São Paulo",1485.86,9268587,72.47,2827,2840,-0.457746478873239,962,973,6858,6807,7.64401192905352,-2.15610176800345,"Grande_Sao_Paulo"
2020-06-06,"DRS 01 Grande São Paulo",1516.29,9268587,73.85,2915,2863,1.81627663290255,846,564,6788,6634,5.28928183651311,-4.92977930639152,"Grande_Sao_Paulo"
2020-06-07,"DRS 01 Grande São Paulo",1548.86,9268587,75.39,2948,2800,5.28571428571429,817,601,6749,6683,4.36059996907376,-4.44666857306262,"Grande_Sao_Paulo"
2020-06-08,"DRS 01 Grande São Paulo",1590.58,9268587,77.53,2967,2785,6.53500897666068,940,1189,6229,6454,-8.35662792408415,-10.8932762667403,"Grande_Sao_Paulo"
2020-06-09,"DRS 01 Grande São Paulo",1628,9268587,79.54,2979,2851,4.48965275341985,844,1071,6178,6411,-8.85216878135143,-10.3857981548784,"Grande_Sao_Paulo"
2020-06-10,"DRS 01 Grande São Paulo",1663.43,9268587,81.82,2990,2827,5.76582950123806,1067,1101,6390,6423,-5.7383094851748,-7.74202815282965,"Grande_Sao_Paulo"
2020-06-11,"DRS 01 Grande São Paulo",1697.86,9268587,83.99,3069,2840,8.06338028169014,766,859,6242,6358,-7.55331753554502,-6.82883939038687,"Grande_Sao_Paulo"
2020-06-12,"DRS 01 Grande São Paulo",1728.58,9268587,86.01,3072,2827,8.66643084541917,820,976,6100,6361,-11.0527850685331,-6.55207874247099,"Grande_Sao_Paulo"
2020-06-13,"DRS 01 Grande São Paulo",1753.01,9268587,87.7,3053,2915,4.73413379073756,708,585,5962,6382,-12.1685327047731,-3.79861320470304,"Grande_Sao_Paulo"
2020-06-14,"DRS 01 Grande São Paulo",1771.99,9268587,89.07,3040,2948,3.12075983717775,736,453,5881,6234,-12.8611646169803,-6.71853957803382,"Grande_Sao_Paulo"
2020-06-15,"DRS 01 Grande São Paulo",1785.71,9268587,90.16,3071,2967,3.50522413211999,920,1120,5861,6165,-5.90785037726762,-4.47784319801673,"Grande_Sao_Paulo"
2020-06-16,"DRS 01 Grande São Paulo",1799.85,9268587,90.87,3042,2979,2.11480362537764,737,1053,5754,6147,-6.86306247976692,-4.11792232101076,"Grande_Sao_Paulo"
2020-06-17,"DRS 01 Grande São Paulo",1811.86,9268587,91.3,3006,2990,0.535117056856187,726,980,5413,6026,-15.2895148669797,-6.18091234625564,"Grande_Sao_Paulo"
2020-06-18,"DRS 01 Grande São Paulo",1828.86,9268587,91.99,2914,3069,-5.05050505050505,767,932,5414,6099,-13.2649791733419,-4.07360805284681,"Grande_Sao_Paulo"
2020-06-19,"DRS 01 Grande São Paulo",1840.29,9268587,92.5,2880,3072,-6.25,764,954,5358,6077,-12.1639344262295,-4.4647068071058,"Grande_Sao_Paulo"
2020-06-20,"DRS 01 Grande São Paulo",1843.29,9268587,92.63,2847,3053,-6.74746151326564,1011,482,5661,5974,-5.04864139550486,-6.39298025697274,"Grande_Sao_Paulo"
2020-06-21,"DRS 01 Grande São Paulo",1854.42,9268587,93.1,2858,3040,-5.98684210526316,669,426,5594,5947,-4.88012242815848,-4.60378569136991,"Grande_Sao_Paulo"
2020-06-22,"DRS 01 Grande São Paulo",1868.44,9268587,93.48,2827,3071,-7.94529469228264,786,1223,5460,6050,-6.841835864187,-1.86536901865369,"Grande_Sao_Paulo"
2020-06-23,"DRS 01 Grande São Paulo",1874.57,9268587,93.68,2818,3042,-7.36357659434583,705,992,5428,5989,-5.6656239137991,-2.57035952497153,"Grande_Sao_Paulo"
2020-06-24,"DRS 01 Grande São Paulo",1879.58,9268587,93.91,2843,3006,-5.42248835662009,673,855,5375,5864,-0.702013670792537,-2.68835048124793,"Grande_Sao_Paulo"
2020-06-25,"DRS 01 Grande São Paulo",1881.42,9268587,93.96,2858,2914,-1.92175703500343,786,863,5394,5795,-0.36941263391208,-4.98442367601246,"Grande_Sao_Paulo"
2020-06-26,"DRS 01 Grande São Paulo",1881.3,9268587,93.8,2900,2880,0.694444444444444,764,919,5394,5760,0.671892497200448,-5.2163896659536,"Grande_Sao_Paulo"
2020-06-27,"DRS 01 Grande São Paulo",1888.43,9268587,94.19,2883,2847,1.26448893572181,638,428,5021,5706,-11.305423070129,-4.48610646133244,"Grande_Sao_Paulo"
2020-06-28,"DRS 01 Grande São Paulo",1888.86,9268587,94.13,2821,2858,-1.29461161651505,711,382,5063,5662,-9.49231319270647,-4.79233226837061,"Grande_Sao_Paulo"
2020-06-29,"DRS 01 Grande São Paulo",1887.15,9268587,93.87,2757,2827,-2.47612309869119,693,1023,4970,5462,-8.97435897435897,-9.71900826446281,"Grande_Sao_Paulo"
2020-06-30,"DRS 01 Grande São Paulo",1892.85,9268587,94.08,2741,2818,-2.73243435060326,752,894,5017,5364,-7.57184966838615,-10.4357989647687,"Grande_Sao_Paulo"
2020-07-01,"DRS 01 Grande São Paulo",1894.85,9268587,94.11,2728,2843,-4.04502286317271,1211,949,5555,5458,3.34883720930233,-6.92360163710778,"Grande_Sao_Paulo"
2020-07-02,"DRS 01 Grande São Paulo",1905.43,9268587,94.46,2675,2858,-6.40307907627712,794,909,5563,5504,3.13311086392288,-5.02157031924073,"Grande_Sao_Paulo"
2020-07-03,"DRS 01 Grande São Paulo",1909.72,9268587,94.67,2617,2900,-9.75862068965517,813,849,5612,5434,4.04152762328513,-5.65972222222222,"Grande_Sao_Paulo"
2020-07-04,"DRS 01 Grande São Paulo",1904.72,9268587,94.24,2564,2883,-11.064862989941,776,437,5750,5443,14.5190201155148,-4.60918331580792,"Grande_Sao_Paulo"
2020-07-05,"DRS 01 Grande São Paulo",1902.71,9268587,94.12,2567,2821,-9.00389932647997,817,456,5856,5517,15.6626506024096,-2.56093253267397,"Grande_Sao_Paulo"
2020-07-06,"DRS 01 Grande São Paulo",1901.14,9268587,94.26,2550,2757,-7.50816104461371,877,1099,6040,5593,21.5291750503018,2.39838886854632,"Grande_Sao_Paulo"
2020-07-07,"DRS 01 Grande São Paulo",1895.58,9268587,94.15,2515,2741,-8.24516599781102,803,955,6091,5654,21.4072154674108,5.40641312453393,"Grande_Sao_Paulo"
2020-07-08,"DRS 01 Grande São Paulo",1896.56,9268587,94.45,2488,2728,-8.79765395894428,719,913,5599,5618,0.792079207920792,2.93147673140344,"Grande_Sao_Paulo"
2020-07-09,"DRS 01 Grande São Paulo",1885.72,9268587,94.34,2576,2675,-3.70093457943925,706,819,5511,5528,-0.9347474384325,0.436046511627907,"Grande_Sao_Paulo"
2020-07-10,"DRS 01 Grande São Paulo",1884.43,9268587,94.58,2614,2617,-0.11463507833397,1046,965,5744,5644,2.35210263720599,3.86455649613544,"Grande_Sao_Paulo"
