"data","dt_sin_pri","sg_uf","n"
"1",2020-01-05,"SP",13
"1",2020-01-05,"TO",1
"1",2020-01-06,"AM",4
"1",2020-01-06,"BA",1
"1",2020-01-06,"CE",5
"1",2020-01-06,"DF",2
"1",2020-01-06,"ES",2
"1",2020-01-06,"GO",2
"1",2020-01-06,"MG",5
"1",2020-01-06,"MS",1
"1",2020-01-06,"MT",1
"1",2020-01-06,"PA",3
"1",2020-01-06,"PE",4
"1",2020-01-06,"PI",2
"1",2020-01-06,"PR",5
"1",2020-01-06,"RJ",4
"1",2020-01-06,"RS",7
"1",2020-01-06,"SC",1
"1",2020-01-06,"SP",19
"1",2020-01-07,"AC",1
"1",2020-01-07,"AM",2
"1",2020-01-07,"BA",2
"1",2020-01-07,"CE",2
"1",2020-01-07,"DF",3
"1",2020-01-07,"ES",1
"1",2020-01-07,"GO",1
"1",2020-01-07,"MA",1
"1",2020-01-07,"MG",5
"1",2020-01-07,"MS",1
"1",2020-01-07,"PA",1
"1",2020-01-07,"PB",1
"1",2020-01-07,"PI",1
"1",2020-01-07,"PR",7
"1",2020-01-07,"RN",3
"1",2020-01-07,"RS",6
"1",2020-01-07,"SC",1
"1",2020-01-07,"SP",16
"1",2020-01-07,"TO",1
"1",2020-01-08,"AC",1
"1",2020-01-08,"AM",2
"1",2020-01-08,"BA",5
"1",2020-01-08,"CE",2
"1",2020-01-08,"DF",1
"1",2020-01-08,"ES",1
"1",2020-01-08,"GO",3
"1",2020-01-08,"MG",7
"1",2020-01-08,"PE",3
"1",2020-01-08,"PI",1
"1",2020-01-08,"PR",2
"1",2020-01-08,"RJ",3
"1",2020-01-08,"RN",1
"1",2020-01-08,"RS",2
"1",2020-01-08,"SC",1
"1",2020-01-08,"SP",18
"1",2020-01-09,"AM",3
"1",2020-01-09,"BA",2
"1",2020-01-09,"CE",1
"1",2020-01-09,"DF",3
"1",2020-01-09,"ES",1
"1",2020-01-09,"GO",2
"1",2020-01-09,"MG",6
"1",2020-01-09,"MS",3
"1",2020-01-09,"PE",6
"1",2020-01-09,"PR",3
"1",2020-01-09,"RJ",2
"1",2020-01-09,"RO",1
"1",2020-01-09,"RS",1
"1",2020-01-09,"SP",10
"1",2020-01-10,"AC",1
"1",2020-01-10,"AL",1
"1",2020-01-10,"AM",2
"1",2020-01-10,"BA",2
"1",2020-01-10,"CE",5
"1",2020-01-10,"DF",3
"1",2020-01-10,"ES",1
"1",2020-01-10,"GO",3
"1",2020-01-10,"MG",8
"1",2020-01-10,"PA",3
"1",2020-01-10,"PE",2
"1",2020-01-10,"PI",2
"1",2020-01-10,"PR",8
"1",2020-01-10,"RJ",5
"1",2020-01-10,"RR",1
"1",2020-01-10,"RS",4
"1",2020-01-10,"SC",3
"1",2020-01-10,"SP",15
"1",2020-01-11,"AL",1
"1",2020-01-11,"AM",4
"1",2020-01-11,"BA",1
"1",2020-01-11,"CE",4
"1",2020-01-11,"DF",2
"1",2020-01-11,"ES",1
"1",2020-01-11,"GO",3
"1",2020-01-11,"MG",4
"1",2020-01-11,"PA",2
"1",2020-01-11,"PE",3
"1",2020-01-11,"PR",5
"1",2020-01-11,"RS",5
"1",2020-01-11,"SC",1
"1",2020-01-11,"SP",14
"1",2020-01-11,"TO",2
"1",2020-01-12,"AL",2
"1",2020-01-12,"AM",4
"1",2020-01-12,"BA",1
"1",2020-01-12,"DF",6
"1",2020-01-12,"ES",1
"1",2020-01-12,"GO",1
"1",2020-01-12,"MG",8
"1",2020-01-12,"MS",1
"1",2020-01-12,"PA",2
"1",2020-01-12,"PE",5
"1",2020-01-12,"PR",11
"1",2020-01-12,"RN",1
"1",2020-01-12,"RS",1
"1",2020-01-12,"SC",1
"1",2020-01-12,"SP",9
"1",2020-01-13,"AM",4
"1",2020-01-13,"BA",3
"1",2020-01-13,"CE",5
"1",2020-01-13,"DF",1
"1",2020-01-13,"ES",2
"1",2020-01-13,"GO",3
"1",2020-01-13,"MG",6
"1",2020-01-13,"PE",2
"1",2020-01-13,"PR",10
"1",2020-01-13,"RJ",3
"1",2020-01-13,"RS",2
"1",2020-01-13,"SP",8
"1",2020-01-14,"AC",1
"1",2020-01-14,"AM",1
"1",2020-01-14,"BA",3
"1",2020-01-14,"CE",2
"1",2020-01-14,"DF",1
"1",2020-01-14,"ES",1
"1",2020-01-14,"GO",3
"1",2020-01-14,"MA",1
"1",2020-01-14,"MG",10
"1",2020-01-14,"MS",3
"1",2020-01-14,"PA",2
"1",2020-01-14,"PB",2
"1",2020-01-14,"PE",3
"1",2020-01-14,"PI",2
"1",2020-01-14,"PR",8
"1",2020-01-14,"RJ",3
"1",2020-01-14,"RN",1
"1",2020-01-14,"RS",1
"1",2020-01-14,"SC",2
"1",2020-01-14,"SP",13
"1",2020-01-14,"TO",1
"1",2020-01-15,"AM",5
"1",2020-01-15,"BA",5
"1",2020-01-15,"CE",5
"1",2020-01-15,"DF",2
"1",2020-01-15,"ES",1
"1",2020-01-15,"GO",2
"1",2020-01-15,"MA",2
"1",2020-01-15,"MG",9
"1",2020-01-15,"MS",1
"1",2020-01-15,"MT",2
"1",2020-01-15,"PA",1
"1",2020-01-15,"PB",1
"1",2020-01-15,"PE",2
"1",2020-01-15,"PR",9
"1",2020-01-15,"RJ",1
"1",2020-01-15,"RS",1
"1",2020-01-15,"SC",2
"1",2020-01-15,"SP",16
"1",2020-01-15,"TO",1
"1",2020-01-16,"AC",2
"1",2020-01-16,"AM",1
"1",2020-01-16,"BA",4
"1",2020-01-16,"CE",8
"1",2020-01-16,"DF",3
"1",2020-01-16,"ES",2
"1",2020-01-16,"GO",2
"1",2020-01-16,"MA",1
"1",2020-01-16,"MG",7
"1",2020-01-16,"MT",1
"1",2020-01-16,"PA",3
"1",2020-01-16,"PB",1
"1",2020-01-16,"PE",5
"1",2020-01-16,"PI",1
"1",2020-01-16,"PR",10
"1",2020-01-16,"RJ",3
"1",2020-01-16,"RS",1
"1",2020-01-16,"SP",10
"1",2020-01-17,"AM",3
"1",2020-01-17,"BA",1
"1",2020-01-17,"CE",3
"1",2020-01-17,"DF",2
"1",2020-01-17,"ES",2
"1",2020-01-17,"GO",2
"1",2020-01-17,"MA",3
"1",2020-01-17,"MG",5
"1",2020-01-17,"MS",3
"1",2020-01-17,"MT",1
"1",2020-01-17,"PA",3
"1",2020-01-17,"PB",1
"1",2020-01-17,"PE",5
"1",2020-01-17,"PR",5
"1",2020-01-17,"RJ",2
"1",2020-01-17,"RN",1
"1",2020-01-17,"RO",2
"1",2020-01-17,"RS",3
"1",2020-01-17,"SC",1
"1",2020-01-17,"SE",1
"1",2020-01-17,"SP",16
"1",2020-01-17,"TO",1
"1",2020-01-18,"AM",2
"1",2020-01-18,"BA",2
"1",2020-01-18,"CE",4
"1",2020-01-18,"GO",3
"1",2020-01-18,"MA",1
"1",2020-01-18,"MG",7
"1",2020-01-18,"MS",1
"1",2020-01-18,"PA",3
"1",2020-01-18,"PE",2
"1",2020-01-18,"PI",2
"1",2020-01-18,"PR",3
"1",2020-01-18,"RJ",6
"1",2020-01-18,"RO",1
"1",2020-01-18,"RS",2
"1",2020-01-18,"SC",1
"1",2020-01-18,"SP",9
"1",2020-01-19,"AC",1
"1",2020-01-19,"AM",3
"1",2020-01-19,"BA",1
"1",2020-01-19,"DF",1
"1",2020-01-19,"ES",1
"1",2020-01-19,"MG",3
"1",2020-01-19,"MS",1
"1",2020-01-19,"PA",1
"1",2020-01-19,"PB",1
"1",2020-01-19,"PE",4
"1",2020-01-19,"PR",10
"1",2020-01-19,"RN",1
"1",2020-01-19,"RS",7
"1",2020-01-19,"SE",2
"1",2020-01-19,"SP",15
"1",2020-01-19,"TO",1
"1",2020-01-20,"",1
"1",2020-01-20,"AM",5
"1",2020-01-20,"CE",7
"1",2020-01-20,"DF",4
"1",2020-01-20,"ES",1
"1",2020-01-20,"GO",1
"1",2020-01-20,"MA",2
"1",2020-01-20,"MG",8
"1",2020-01-20,"MS",2
"1",2020-01-20,"PA",2
"1",2020-01-20,"PE",5
"1",2020-01-20,"PR",8
"1",2020-01-20,"RS",2
"1",2020-01-20,"SP",9
"1",2020-01-20,"TO",1
"1",2020-01-21,"",1
"1",2020-01-21,"AC",1
"1",2020-01-21,"AM",2
"1",2020-01-21,"BA",2
"1",2020-01-21,"CE",3
"1",2020-01-21,"DF",1
"1",2020-01-21,"GO",3
"1",2020-01-21,"MA",2
"1",2020-01-21,"MG",6
"1",2020-01-21,"MS",6
"1",2020-01-21,"PA",2
"1",2020-01-21,"PE",3
"1",2020-01-21,"PI",1
"1",2020-01-21,"PR",4
"1",2020-01-21,"RJ",1
"1",2020-01-21,"RN",1
"1",2020-01-21,"RS",4
"1",2020-01-21,"SC",1
"1",2020-01-21,"SP",9
"1",2020-01-22,"AM",4
"1",2020-01-22,"BA",3
"1",2020-01-22,"CE",4
"1",2020-01-22,"DF",3
"1",2020-01-22,"MG",6
"1",2020-01-22,"MS",1
"1",2020-01-22,"PA",1
"1",2020-01-22,"PE",2
"1",2020-01-22,"PR",9
"1",2020-01-22,"RJ",2
"1",2020-01-22,"RO",1
"1",2020-01-22,"RR",1
"1",2020-01-22,"RS",1
"1",2020-01-22,"SC",1
"1",2020-01-22,"SP",13
"1",2020-01-23,"AM",1
"1",2020-01-23,"BA",4
"1",2020-01-23,"CE",5
"1",2020-01-23,"DF",3
"1",2020-01-23,"MA",1
"1",2020-01-23,"MG",8
"1",2020-01-23,"MS",2
"1",2020-01-23,"PA",2
"1",2020-01-23,"PE",4
"1",2020-01-23,"PR",7
"1",2020-01-23,"RJ",3
"1",2020-01-23,"RO",1
"1",2020-01-23,"RR",1
"1",2020-01-23,"SC",2
"1",2020-01-23,"SP",15
"1",2020-01-24,"BA",2
"1",2020-01-24,"CE",3
"1",2020-01-24,"DF",2
"1",2020-01-24,"ES",1
"1",2020-01-24,"GO",2
"1",2020-01-24,"MG",10
"1",2020-01-24,"MS",1
"1",2020-01-24,"PB",1
"1",2020-01-24,"PE",1
"1",2020-01-24,"PR",5
"1",2020-01-24,"RJ",2
"1",2020-01-24,"RO",1
"1",2020-01-24,"RS",3
"1",2020-01-24,"SP",18
"1",2020-01-25,"AM",2
"1",2020-01-25,"BA",1
"1",2020-01-25,"CE",4
"1",2020-01-25,"DF",4
"1",2020-01-25,"ES",2
"1",2020-01-25,"GO",2
"1",2020-01-25,"MA",2
"1",2020-01-25,"MG",4
"1",2020-01-25,"MS",1
"1",2020-01-25,"PA",2
"1",2020-01-25,"PE",4
"1",2020-01-25,"PR",4
"1",2020-01-25,"RJ",4
"1",2020-01-25,"RN",1
"1",2020-01-25,"RO",1
"1",2020-01-25,"RS",5
"1",2020-01-25,"SP",18
"1",2020-01-26,"AC",1
"1",2020-01-26,"AM",3
"1",2020-01-26,"BA",3
"1",2020-01-26,"CE",5
"1",2020-01-26,"DF",1
"1",2020-01-26,"ES",1
"1",2020-01-26,"GO",2
"1",2020-01-26,"MA",2
"1",2020-01-26,"MG",6
"1",2020-01-26,"MS",2
"1",2020-01-26,"PA",2
"1",2020-01-26,"PB",1
"1",2020-01-26,"PE",2
"1",2020-01-26,"PR",6
"1",2020-01-26,"RJ",1
"1",2020-01-26,"RR",1
"1",2020-01-26,"RS",1
"1",2020-01-26,"SC",3
"1",2020-01-26,"SP",14
"1",2020-01-27,"AM",3
"1",2020-01-27,"BA",3
"1",2020-01-27,"CE",6
"1",2020-01-27,"DF",2
"1",2020-01-27,"ES",2
"1",2020-01-27,"MG",5
"1",2020-01-27,"PA",2
"1",2020-01-27,"PB",2
"1",2020-01-27,"PE",3
"1",2020-01-27,"PR",7
"1",2020-01-27,"RJ",1
"1",2020-01-27,"RS",2
"1",2020-01-27,"SC",1
"1",2020-01-27,"SP",14
"1",2020-01-28,"AM",5
"1",2020-01-28,"BA",1
"1",2020-01-28,"CE",2
"1",2020-01-28,"DF",1
"1",2020-01-28,"GO",1
"1",2020-01-28,"MG",8
"1",2020-01-28,"MS",1
"1",2020-01-28,"PE",3
"1",2020-01-28,"PI",2
"1",2020-01-28,"PR",9
"1",2020-01-28,"RJ",1
"1",2020-01-28,"RN",1
"1",2020-01-28,"RS",2
"1",2020-01-28,"SC",1
"1",2020-01-28,"SP",15
"1",2020-01-28,"TO",1
"1",2020-01-29,"AL",1
"1",2020-01-29,"AM",6
"1",2020-01-29,"BA",3
"1",2020-01-29,"CE",3
"1",2020-01-29,"DF",1
"1",2020-01-29,"ES",2
"1",2020-01-29,"GO",2
"1",2020-01-29,"MA",2
"1",2020-01-29,"MG",4
"1",2020-01-29,"MS",3
"1",2020-01-29,"MT",1
"1",2020-01-29,"PA",1
"1",2020-01-29,"PE",1
"1",2020-01-29,"PR",10
"1",2020-01-29,"RJ",3
"1",2020-01-29,"RN",2
"1",2020-01-29,"RS",5
"1",2020-01-29,"SP",5
"1",2020-01-30,"AC",1
"1",2020-01-30,"AL",1
"1",2020-01-30,"AM",4
"1",2020-01-30,"CE",8
"1",2020-01-30,"DF",3
"1",2020-01-30,"GO",2
"1",2020-01-30,"MA",1
"1",2020-01-30,"MG",9
"1",2020-01-30,"MS",1
"1",2020-01-30,"PA",1
"1",2020-01-30,"PE",2
"1",2020-01-30,"PI",1
"1",2020-01-30,"PR",5
"1",2020-01-30,"RJ",5
"1",2020-01-30,"RN",1
"1",2020-01-30,"RS",2
"1",2020-01-30,"SC",1
"1",2020-01-30,"SP",14
"1",2020-01-31,"",1
"1",2020-01-31,"AM",1
"1",2020-01-31,"BA",1
"1",2020-01-31,"CE",4
"1",2020-01-31,"DF",1
"1",2020-01-31,"ES",2
"1",2020-01-31,"GO",1
"1",2020-01-31,"MA",2
"1",2020-01-31,"MG",5
"1",2020-01-31,"PE",2
"1",2020-01-31,"PI",1
"1",2020-01-31,"PR",7
"1",2020-01-31,"RJ",2
"1",2020-01-31,"RN",1
"1",2020-01-31,"RS",3
"1",2020-01-31,"SC",1
"1",2020-01-31,"SP",10
"1",2020-01-31,"TO",1
"1",2020-02-01,"AC",2
"1",2020-02-01,"AL",1
"1",2020-02-01,"AM",2
"1",2020-02-01,"BA",4
"1",2020-02-01,"CE",2
"1",2020-02-01,"DF",10
"1",2020-02-01,"ES",1
"1",2020-02-01,"GO",2
"1",2020-02-01,"MA",4
"1",2020-02-01,"MG",9
"1",2020-02-01,"MS",2
"1",2020-02-01,"MT",1
"1",2020-02-01,"PE",5
"1",2020-02-01,"PI",2
"1",2020-02-01,"PR",10
"1",2020-02-01,"RJ",1
"1",2020-02-01,"RS",4
"1",2020-02-01,"SC",3
"1",2020-02-01,"SE",1
"1",2020-02-01,"SP",18
"1",2020-02-01,"TO",1
"1",2020-02-02,"",1
"1",2020-02-02,"AL",1
"1",2020-02-02,"AM",1
"1",2020-02-02,"CE",5
"1",2020-02-02,"DF",1
"1",2020-02-02,"ES",1
"1",2020-02-02,"GO",3
"1",2020-02-02,"MA",1
"1",2020-02-02,"MG",9
"1",2020-02-02,"MS",1
"1",2020-02-02,"MT",1
"1",2020-02-02,"PA",2
"1",2020-02-02,"PE",4
"1",2020-02-02,"PI",2
"1",2020-02-02,"PR",8
"1",2020-02-02,"RS",3
"1",2020-02-02,"SC",1
"1",2020-02-02,"SP",10
"1",2020-02-02,"TO",1
"1",2020-02-03,"",1
"1",2020-02-03,"AM",3
"1",2020-02-03,"BA",3
"1",2020-02-03,"CE",4
"1",2020-02-03,"DF",3
"1",2020-02-03,"GO",3
"1",2020-02-03,"MA",3
"1",2020-02-03,"MG",2
"1",2020-02-03,"MS",1
"1",2020-02-03,"PA",2
"1",2020-02-03,"PB",3
"1",2020-02-03,"PE",1
"1",2020-02-03,"PI",1
"1",2020-02-03,"PR",8
"1",2020-02-03,"RJ",1
"1",2020-02-03,"RN",1
"1",2020-02-03,"RO",1
"1",2020-02-03,"RS",3
"1",2020-02-03,"SC",1
"1",2020-02-03,"SP",18
"1",2020-02-03,"TO",1
"1",2020-02-04,"AC",2
"1",2020-02-04,"AM",1
"1",2020-02-04,"BA",2
"1",2020-02-04,"CE",4
"1",2020-02-04,"DF",2
"1",2020-02-04,"ES",1
"1",2020-02-04,"MG",8
"1",2020-02-04,"MS",3
"1",2020-02-04,"PA",3
"1",2020-02-04,"PE",5
"1",2020-02-04,"PR",13
"1",2020-02-04,"RN",1
"1",2020-02-04,"RO",1
"1",2020-02-04,"RS",4
"1",2020-02-04,"SC",2
"1",2020-02-04,"SE",1
"1",2020-02-04,"SP",16
"1",2020-02-04,"TO",2
"1",2020-02-05,"",1
"1",2020-02-05,"AL",1
"1",2020-02-05,"AM",8
"1",2020-02-05,"BA",4
"1",2020-02-05,"CE",7
"1",2020-02-05,"DF",2
"1",2020-02-05,"GO",1
"1",2020-02-05,"MA",5
"1",2020-02-05,"MG",7
"1",2020-02-05,"MS",3
"1",2020-02-05,"PA",4
"1",2020-02-05,"PB",3
"1",2020-02-05,"PE",2
"1",2020-02-05,"PI",2
"1",2020-02-05,"PR",3
"1",2020-02-05,"RN",1
"1",2020-02-05,"RS",2
"1",2020-02-05,"SC",3
"1",2020-02-05,"SP",14
"1",2020-02-05,"TO",1
"1",2020-02-06,"",1
"1",2020-02-06,"AC",1
"1",2020-02-06,"AM",6
"1",2020-02-06,"BA",4
"1",2020-02-06,"CE",4
"1",2020-02-06,"DF",1
"1",2020-02-06,"GO",1
"1",2020-02-06,"MA",3
"1",2020-02-06,"MG",9
"1",2020-02-06,"MS",2
"1",2020-02-06,"PB",1
"1",2020-02-06,"PE",1
"1",2020-02-06,"PI",1
"1",2020-02-06,"PR",4
"1",2020-02-06,"RJ",2
"1",2020-02-06,"RS",2
"1",2020-02-06,"SC",3
"1",2020-02-06,"SP",16
"1",2020-02-07,"AC",1
"1",2020-02-07,"AM",4
"1",2020-02-07,"BA",4
"1",2020-02-07,"CE",8
"1",2020-02-07,"DF",2
"1",2020-02-07,"GO",2
"1",2020-02-07,"MA",10
"1",2020-02-07,"MG",3
"1",2020-02-07,"MS",2
"1",2020-02-07,"PA",5
"1",2020-02-07,"PE",6
"1",2020-02-07,"PR",8
"1",2020-02-07,"RS",3
"1",2020-02-07,"SP",15
"1",2020-02-07,"TO",3
"1",2020-02-08,"AC",1
"1",2020-02-08,"AM",2
"1",2020-02-08,"BA",3
"1",2020-02-08,"CE",5
"1",2020-02-08,"DF",2
"1",2020-02-08,"ES",2
"1",2020-02-08,"GO",3
"1",2020-02-08,"MA",4
"1",2020-02-08,"MG",6
"1",2020-02-08,"MS",1
"1",2020-02-08,"PA",1
"1",2020-02-08,"PB",1
"1",2020-02-08,"PE",2
"1",2020-02-08,"PI",1
"1",2020-02-08,"PR",4
"1",2020-02-08,"RJ",1
"1",2020-02-08,"RS",2
"1",2020-02-08,"SC",4
"1",2020-02-08,"SP",19
"1",2020-02-08,"TO",2
"1",2020-02-09,"",1
"1",2020-02-09,"AL",1
"1",2020-02-09,"AM",4
"1",2020-02-09,"BA",2
"1",2020-02-09,"CE",8
"1",2020-02-09,"DF",1
"1",2020-02-09,"ES",1
"1",2020-02-09,"GO",1
"1",2020-02-09,"MA",6
"1",2020-02-09,"MG",3
"1",2020-02-09,"MS",2
"1",2020-02-09,"PA",2
"1",2020-02-09,"PB",1
"1",2020-02-09,"PI",2
"1",2020-02-09,"PR",10
"1",2020-02-09,"RJ",3
"1",2020-02-09,"RR",1
"1",2020-02-09,"RS",1
"1",2020-02-09,"SC",4
"1",2020-02-09,"SP",22
"1",2020-02-09,"TO",1
"1",2020-02-10,"AM",4
"1",2020-02-10,"BA",5
"1",2020-02-10,"CE",9
"1",2020-02-10,"DF",3
"1",2020-02-10,"ES",1
"1",2020-02-10,"GO",6
"1",2020-02-10,"MG",6
"1",2020-02-10,"MS",1
"1",2020-02-10,"PA",1
"1",2020-02-10,"PB",2
"1",2020-02-10,"PE",6
"1",2020-02-10,"PI",4
"1",2020-02-10,"PR",9
"1",2020-02-10,"RJ",1
"1",2020-02-10,"RN",1
"1",2020-02-10,"RS",5
"1",2020-02-10,"SC",2
"1",2020-02-10,"SE",1
"1",2020-02-10,"SP",30
"1",2020-02-10,"TO",2
"1",2020-02-11,"",1
"1",2020-02-11,"AM",3
"1",2020-02-11,"BA",5
"1",2020-02-11,"CE",5
"1",2020-02-11,"DF",4
"1",2020-02-11,"ES",1
"1",2020-02-11,"GO",1
"1",2020-02-11,"MA",5
"1",2020-02-11,"MG",7
"1",2020-02-11,"MT",1
"1",2020-02-11,"PB",3
"1",2020-02-11,"PI",1
"1",2020-02-11,"PR",9
"1",2020-02-11,"RJ",2
"1",2020-02-11,"SC",1
"1",2020-02-11,"SP",16
"1",2020-02-11,"TO",3
"1",2020-02-12,"AM",3
"1",2020-02-12,"AP",1
"1",2020-02-12,"BA",5
"1",2020-02-12,"CE",7
"1",2020-02-12,"DF",4
"1",2020-02-12,"GO",2
"1",2020-02-12,"MA",5
"1",2020-02-12,"MG",8
"1",2020-02-12,"MS",1
"1",2020-02-12,"MT",1
"1",2020-02-12,"PA",2
"1",2020-02-12,"PE",2
"1",2020-02-12,"PI",3
"1",2020-02-12,"PR",6
"1",2020-02-12,"RJ",1
"1",2020-02-12,"RS",4
"1",2020-02-12,"SC",3
"1",2020-02-12,"SP",26
"1",2020-02-12,"TO",4
"1",2020-02-13,"AC",1
"1",2020-02-13,"AM",1
"1",2020-02-13,"BA",2
"1",2020-02-13,"CE",4
"1",2020-02-13,"DF",2
"1",2020-02-13,"ES",2
"1",2020-02-13,"GO",1
"1",2020-02-13,"MA",12
"1",2020-02-13,"MG",11
"1",2020-02-13,"MS",2
"1",2020-02-13,"PA",2
"1",2020-02-13,"PB",2
"1",2020-02-13,"PE",4
"1",2020-02-13,"PI",1
"1",2020-02-13,"PR",3
"1",2020-02-13,"RJ",3
"1",2020-02-13,"RS",5
"1",2020-02-13,"SC",1
"1",2020-02-13,"SE",1
"1",2020-02-13,"SP",18
"1",2020-02-14,"AC",2
"1",2020-02-14,"AM",7
"1",2020-02-14,"BA",2
"1",2020-02-14,"CE",5
"1",2020-02-14,"DF",2
"1",2020-02-14,"ES",1
"1",2020-02-14,"GO",1
"1",2020-02-14,"MA",4
"1",2020-02-14,"MG",10
"1",2020-02-14,"MS",3
"1",2020-02-14,"PA",4
"1",2020-02-14,"PB",1
"1",2020-02-14,"PE",5
"1",2020-02-14,"PI",3
"1",2020-02-14,"PR",12
"1",2020-02-14,"RJ",4
"1",2020-02-14,"RR",1
"1",2020-02-14,"RS",2
"1",2020-02-14,"SC",2
"1",2020-02-14,"SE",1
"1",2020-02-14,"SP",25
"1",2020-02-14,"TO",1
"1",2020-02-15,"",1
"1",2020-02-15,"AL",2
"1",2020-02-15,"AM",4
"1",2020-02-15,"BA",3
"1",2020-02-15,"CE",5
"1",2020-02-15,"DF",7
"1",2020-02-15,"ES",1
"1",2020-02-15,"GO",2
"1",2020-02-15,"MA",6
"1",2020-02-15,"MG",8
"1",2020-02-15,"MS",2
"1",2020-02-15,"MT",2
"1",2020-02-15,"PA",1
"1",2020-02-15,"PB",1
"1",2020-02-15,"PR",14
"1",2020-02-15,"RJ",2
"1",2020-02-15,"RS",5
"1",2020-02-15,"SP",28
"1",2020-02-15,"TO",1
"1",2020-02-16,"AL",1
"1",2020-02-16,"AM",7
"1",2020-02-16,"BA",5
"1",2020-02-16,"CE",9
"1",2020-02-16,"DF",6
"1",2020-02-16,"GO",2
"1",2020-02-16,"MA",7
"1",2020-02-16,"MG",14
"1",2020-02-16,"MS",3
"1",2020-02-16,"PA",3
"1",2020-02-16,"PE",6
"1",2020-02-16,"PI",1
"1",2020-02-16,"PR",8
"1",2020-02-16,"RS",2
"1",2020-02-16,"SC",2
"1",2020-02-16,"SP",31
"1",2020-02-16,"TO",1
"1",2020-02-17,"AM",7
"1",2020-02-17,"BA",5
"1",2020-02-17,"CE",9
"1",2020-02-17,"DF",7
"1",2020-02-17,"ES",2
"1",2020-02-17,"GO",1
"1",2020-02-17,"MA",7
"1",2020-02-17,"MG",10
