"data","dt_sin_pri","n"
"2020-05-18",2020-01-30,61
"2020-05-18",2020-01-31,46
"2020-05-18",2020-02-01,84
"2020-05-18",2020-02-02,56
"2020-05-18",2020-02-03,62
"2020-05-18",2020-02-04,71
"2020-05-18",2020-02-05,73
"2020-05-18",2020-02-06,59
"2020-05-18",2020-02-07,74
"2020-05-18",2020-02-08,64
"2020-05-18",2020-02-09,74
"2020-05-18",2020-02-10,97
"2020-05-18",2020-02-11,67
"2020-05-18",2020-02-12,89
"2020-05-18",2020-02-13,77
"2020-05-18",2020-02-14,101
"2020-05-18",2020-02-15,95
"2020-05-18",2020-02-16,99
"2020-05-18",2020-02-17,128
"2020-05-18",2020-02-18,97
"2020-05-18",2020-02-19,97
"2020-05-18",2020-02-20,139
"2020-05-18",2020-02-21,116
"2020-05-18",2020-02-22,124
"2020-05-18",2020-02-23,124
"2020-05-18",2020-02-24,148
"2020-05-18",2020-02-25,167
"2020-05-18",2020-02-26,146
"2020-05-18",2020-02-27,152
"2020-05-18",2020-02-28,159
"2020-05-18",2020-02-29,157
"2020-05-18",2020-03-01,281
"2020-05-18",2020-03-02,235
"2020-05-18",2020-03-03,220
"2020-05-18",2020-03-04,200
"2020-05-18",2020-03-05,240
"2020-05-18",2020-03-06,270
"2020-05-18",2020-03-07,285
"2020-05-18",2020-03-08,343
"2020-05-18",2020-03-09,472
"2020-05-18",2020-03-10,657
"2020-05-18",2020-03-11,577
"2020-05-18",2020-03-12,782
"2020-05-18",2020-03-13,924
"2020-05-18",2020-03-14,1052
"2020-05-18",2020-03-15,1337
"2020-05-18",2020-03-16,1606
"2020-05-18",2020-03-17,1514
"2020-05-18",2020-03-18,1720
"2020-05-18",2020-03-19,1745
"2020-05-18",2020-03-20,2484
"2020-05-18",2020-03-21,1881
"2020-05-18",2020-03-22,1880
"2020-05-18",2020-03-23,2379
"2020-05-18",2020-03-24,2014
"2020-05-18",2020-03-25,2034
"2020-05-18",2020-03-26,1964
"2020-05-18",2020-03-27,1945
"2020-05-18",2020-03-28,1870
"2020-05-18",2020-03-29,1751
"2020-05-18",2020-03-30,2028
"2020-05-18",2020-03-31,1814
"2020-05-18",2020-04-01,2708
"2020-05-18",2020-04-02,1984
"2020-05-18",2020-04-03,2085
"2020-05-18",2020-04-04,2104
"2020-05-18",2020-04-05,2090
"2020-05-18",2020-04-06,2234
"2020-05-18",2020-04-07,2092
"2020-05-18",2020-04-08,2173
"2020-05-18",2020-04-09,2295
"2020-05-18",2020-04-10,3030
"2020-05-18",2020-04-11,2186
"2020-05-18",2020-04-12,2521
"2020-05-18",2020-04-13,2713
"2020-05-18",2020-04-14,2611
"2020-05-18",2020-04-15,3000
"2020-05-18",2020-04-16,2660
"2020-05-18",2020-04-17,2877
"2020-05-18",2020-04-18,2994
"2020-05-18",2020-04-19,2802
"2020-05-18",2020-04-20,4218
"2020-05-18",2020-04-21,2731
"2020-05-18",2020-04-22,2966
"2020-05-18",2020-04-23,3052
"2020-05-18",2020-04-24,3150
"2020-05-18",2020-04-25,3300
"2020-05-18",2020-04-26,2943
"2020-05-18",2020-04-27,3233
"2020-05-18",2020-04-28,3090
"2020-05-18",2020-04-29,2602
"2020-05-18",2020-04-30,3232
"2020-05-18",2020-05-01,4308
"2020-05-18",2020-05-02,2885
"2020-05-18",2020-05-03,2750
"2020-05-18",2020-05-04,2969
"2020-05-18",2020-05-05,2724
"2020-05-18",2020-05-06,2370
"2020-05-18",2020-05-07,2245
"2020-05-18",2020-05-08,2159
"2020-05-18",2020-05-09,1918
"2020-05-18",2020-05-10,2167
"2020-05-18",2020-05-11,1528
"2020-05-18",2020-05-12,1239
"2020-05-18",2020-05-13,984
"2020-05-18",2020-05-14,812
"2020-05-18",2020-05-15,555
"2020-05-18",2020-05-16,352
"2020-05-18",2020-05-17,187
"2020-05-18",2020-05-18,47
"2020-05-18",NA,53
"2020-06-01",2010-01-14,1
"2020-06-01",2010-02-25,1
"2020-06-01",2010-04-09,1
"2020-06-01",2010-05-11,1
"2020-06-01",2011-05-03,1
"2020-06-01",2012-04-24,1
"2020-06-01",2017-03-24,1
"2020-06-01",2017-03-26,1
"2020-06-01",2017-04-04,1
"2020-06-01",2017-04-16,1
"2020-06-01",2017-07-24,1
"2020-06-01",2018-08-15,1
"2020-06-01",2019-01-01,1
"2020-06-01",2019-01-18,1
"2020-06-01",2019-01-25,2
"2020-06-01",2019-02-26,1
"2020-06-01",2019-03-18,1
"2020-06-01",2019-03-26,1
"2020-06-01",2019-04-08,1
"2020-06-01",2019-04-12,1
"2020-06-01",2019-04-24,1
"2020-06-01",2019-07-25,1
"2020-06-01",2019-08-27,1
"2020-06-01",2019-09-02,1
"2020-06-01",2019-09-07,1
"2020-06-01",2019-09-27,1
"2020-06-01",2019-09-28,1
"2020-06-01",2019-10-01,1
"2020-06-01",2019-10-13,1
"2020-06-01",2019-10-16,1
"2020-06-01",2019-10-19,2
"2020-06-01",2019-10-21,3
"2020-06-01",2019-10-22,1
"2020-06-01",2019-10-24,1
"2020-06-01",2019-10-26,1
"2020-06-01",2019-10-28,3
"2020-06-01",2019-10-29,2
"2020-06-01",2019-10-30,1
"2020-06-01",2019-11-01,1
"2020-06-01",2019-11-02,2
"2020-06-01",2019-11-03,1
"2020-06-01",2019-11-04,2
"2020-06-01",2019-11-06,1
"2020-06-01",2019-11-08,2
"2020-06-01",2019-11-10,1
"2020-06-01",2019-11-14,1
"2020-06-01",2019-11-15,3
"2020-06-01",2019-11-17,1
"2020-06-01",2019-11-18,2
"2020-06-01",2019-11-20,6
"2020-06-01",2019-11-21,1
"2020-06-01",2019-11-22,1
"2020-06-01",2019-11-23,2
"2020-06-01",2019-11-24,1
"2020-06-01",2019-11-25,2
"2020-06-01",2019-11-26,2
"2020-06-01",2019-11-29,2
"2020-06-01",2019-12-01,5
"2020-06-01",2019-12-02,5
"2020-06-01",2019-12-03,4
"2020-06-01",2019-12-04,2
"2020-06-01",2019-12-05,2
"2020-06-01",2019-12-06,4
"2020-06-01",2019-12-07,3
"2020-06-01",2019-12-08,5
"2020-06-01",2019-12-09,4
"2020-06-01",2019-12-10,4
"2020-06-01",2019-12-11,4
"2020-06-01",2019-12-12,1
"2020-06-01",2019-12-13,6
"2020-06-01",2019-12-14,6
"2020-06-01",2019-12-15,5
"2020-06-01",2019-12-16,6
"2020-06-01",2019-12-17,3
"2020-06-01",2019-12-18,11
"2020-06-01",2019-12-19,8
"2020-06-01",2019-12-20,11
"2020-06-01",2019-12-21,5
"2020-06-01",2019-12-22,9
"2020-06-01",2019-12-23,14
"2020-06-01",2019-12-24,13
"2020-06-01",2019-12-25,13
"2020-06-01",2019-12-26,30
"2020-06-01",2019-12-27,34
"2020-06-01",2019-12-28,21
"2020-06-01",2019-12-29,31
"2020-06-01",2019-12-30,46
"2020-06-01",2019-12-31,44
"2020-06-01",2020-01-01,83
"2020-06-01",2020-01-02,57
"2020-06-01",2020-01-03,55
"2020-06-01",2020-01-04,47
"2020-06-01",2020-01-05,62
"2020-06-01",2020-01-06,68
"2020-06-01",2020-01-07,56
"2020-06-01",2020-01-08,53
"2020-06-01",2020-01-09,44
"2020-06-01",2020-01-10,72
"2020-06-01",2020-01-11,53
"2020-06-01",2020-01-12,55
"2020-06-01",2020-01-13,50
"2020-06-01",2020-01-14,64
"2020-06-01",2020-01-15,68
"2020-06-01",2020-01-16,65
"2020-06-01",2020-01-17,67
"2020-06-01",2020-01-18,50
"2020-06-01",2020-01-19,53
"2020-06-01",2020-01-20,58
"2020-06-01",2020-01-21,54
"2020-06-01",2020-01-22,52
"2020-06-01",2020-01-23,57
"2020-06-01",2020-01-24,52
"2020-06-01",2020-01-25,62
"2020-06-01",2020-01-26,58
"2020-06-01",2020-01-27,55
"2020-06-01",2020-01-28,55
"2020-06-01",2020-01-29,56
"2020-06-01",2020-01-30,63
"2020-06-01",2020-01-31,46
"2020-06-01",2020-02-01,85
"2020-06-01",2020-02-02,55
"2020-06-01",2020-02-03,65
"2020-06-01",2020-02-04,71
"2020-06-01",2020-02-05,73
"2020-06-01",2020-02-06,58
"2020-06-01",2020-02-07,74
"2020-06-01",2020-02-08,64
"2020-06-01",2020-02-09,78
"2020-06-01",2020-02-10,102
"2020-06-01",2020-02-11,70
"2020-06-01",2020-02-12,90
"2020-06-01",2020-02-13,77
"2020-06-01",2020-02-14,104
"2020-06-01",2020-02-15,99
"2020-06-01",2020-02-16,103
"2020-06-01",2020-02-17,133
"2020-06-01",2020-02-18,101
"2020-06-01",2020-02-19,101
"2020-06-01",2020-02-20,150
"2020-06-01",2020-02-21,120
"2020-06-01",2020-02-22,131
"2020-06-01",2020-02-23,126
"2020-06-01",2020-02-24,151
"2020-06-01",2020-02-25,168
"2020-06-01",2020-02-26,147
"2020-06-01",2020-02-27,156
"2020-06-01",2020-02-28,161
"2020-06-01",2020-02-29,159
"2020-06-01",2020-03-01,298
"2020-06-01",2020-03-02,236
"2020-06-01",2020-03-03,230
"2020-06-01",2020-03-04,200
"2020-06-01",2020-03-05,252
"2020-06-01",2020-03-06,267
"2020-06-01",2020-03-07,289
"2020-06-01",2020-03-08,353
"2020-06-01",2020-03-09,487
"2020-06-01",2020-03-10,671
"2020-06-01",2020-03-11,590
"2020-06-01",2020-03-12,795
"2020-06-01",2020-03-13,956
"2020-06-01",2020-03-14,1069
"2020-06-01",2020-03-15,1380
"2020-06-01",2020-03-16,1629
"2020-06-01",2020-03-17,1547
"2020-06-01",2020-03-18,1773
"2020-06-01",2020-03-19,1781
"2020-06-01",2020-03-20,2545
"2020-06-01",2020-03-21,1926
"2020-06-01",2020-03-22,1918
"2020-06-01",2020-03-23,2459
"2020-06-01",2020-03-24,2070
"2020-06-01",2020-03-25,2093
"2020-06-01",2020-03-26,2026
"2020-06-01",2020-03-27,2016
"2020-06-01",2020-03-28,1944
"2020-06-01",2020-03-29,1816
"2020-06-01",2020-03-30,2104
"2020-06-01",2020-03-31,1865
"2020-06-01",2020-04-01,2844
"2020-06-01",2020-04-02,2089
"2020-06-01",2020-04-03,2177
"2020-06-01",2020-04-04,2228
"2020-06-01",2020-04-05,2230
"2020-06-01",2020-04-06,2367
"2020-06-01",2020-04-07,2218
"2020-06-01",2020-04-08,2341
"2020-06-01",2020-04-09,2444
"2020-06-01",2020-04-10,3282
"2020-06-01",2020-04-11,2337
"2020-06-01",2020-04-12,2729
"2020-06-01",2020-04-13,2951
"2020-06-01",2020-04-14,2861
"2020-06-01",2020-04-15,3289
"2020-06-01",2020-04-16,2887
"2020-06-01",2020-04-17,3187
"2020-06-01",2020-04-18,3360
"2020-06-01",2020-04-19,3092
"2020-06-01",2020-04-20,4828
"2020-06-01",2020-04-21,3019
"2020-06-01",2020-04-22,3300
"2020-06-01",2020-04-23,3462
"2020-06-01",2020-04-24,3590
"2020-06-01",2020-04-25,3785
"2020-06-01",2020-04-26,3459
"2020-06-01",2020-04-27,3694
"2020-06-01",2020-04-28,3658
"2020-06-01",2020-04-29,3047
"2020-06-01",2020-04-30,3881
"2020-06-01",2020-05-01,5582
"2020-06-01",2020-05-02,3693
"2020-06-01",2020-05-03,3617
"2020-06-01",2020-05-04,3989
"2020-06-01",2020-05-05,4030
"2020-06-01",2020-05-06,3362
"2020-06-01",2020-05-07,3530
"2020-06-01",2020-05-08,3710
"2020-06-01",2020-05-09,3503
"2020-06-01",2020-05-10,4722
"2020-06-01",2020-05-11,3626
"2020-06-01",2020-05-12,3465
"2020-06-01",2020-05-13,3268
"2020-06-01",2020-05-14,3334
"2020-06-01",2020-05-15,3607
"2020-06-01",2020-05-16,3024
"2020-06-01",2020-05-17,2895
"2020-06-01",2020-05-18,3075
"2020-06-01",2020-05-19,2547
"2020-06-01",2020-05-20,2962
"2020-06-01",2020-05-21,2119
"2020-06-01",2020-05-22,1971
"2020-06-01",2020-05-23,1549
"2020-06-01",2020-05-24,1400
"2020-06-01",2020-05-25,1365
"2020-06-01",2020-05-26,924
"2020-06-01",2020-05-27,665
"2020-06-01",2020-05-28,482
"2020-06-01",2020-05-29,235
"2020-06-01",2020-05-30,111
"2020-06-01",2020-05-31,42
"2020-06-01",NA,71
"2020-06-02",2020-01-01,83
"2020-06-02",2020-01-02,57
"2020-06-02",2020-01-03,55
"2020-06-02",2020-01-04,47
"2020-06-02",2020-01-05,62
"2020-06-02",2020-01-06,67
"2020-06-02",2020-01-07,56
"2020-06-02",2020-01-08,53
"2020-06-02",2020-01-09,44
"2020-06-02",2020-01-10,71
"2020-06-02",2020-01-11,53
"2020-06-02",2020-01-12,55
"2020-06-02",2020-01-13,50
"2020-06-02",2020-01-14,64
"2020-06-02",2020-01-15,68
"2020-06-02",2020-01-16,64
"2020-06-02",2020-01-17,67
"2020-06-02",2020-01-18,51
"2020-06-02",2020-01-19,53
"2020-06-02",2020-01-20,58
"2020-06-02",2020-01-21,54
"2020-06-02",2020-01-22,52
"2020-06-02",2020-01-23,57
"2020-06-02",2020-01-24,52
"2020-06-02",2020-01-25,62
"2020-06-02",2020-01-26,58
"2020-06-02",2020-01-27,55
"2020-06-02",2020-01-28,55
"2020-06-02",2020-01-29,56
"2020-06-02",2020-01-30,63
"2020-06-02",2020-01-31,46
"2020-06-02",2020-02-01,85
"2020-06-02",2020-02-02,58
"2020-06-02",2020-02-03,64
"2020-06-02",2020-02-04,72
"2020-06-02",2020-02-05,73
"2020-06-02",2020-02-06,59
"2020-06-02",2020-02-07,74
"2020-06-02",2020-02-08,64
"2020-06-02",2020-02-09,78
"2020-06-02",2020-02-10,103
"2020-06-02",2020-02-11,70
"2020-06-02",2020-02-12,90
"2020-06-02",2020-02-13,78
"2020-06-02",2020-02-14,103
"2020-06-02",2020-02-15,102
"2020-06-02",2020-02-16,103
"2020-06-02",2020-02-17,133
"2020-06-02",2020-02-18,103
"2020-06-02",2020-02-19,102
"2020-06-02",2020-02-20,152
"2020-06-02",2020-02-21,123
"2020-06-02",2020-02-22,133
"2020-06-02",2020-02-23,126
"2020-06-02",2020-02-24,152
"2020-06-02",2020-02-25,169
"2020-06-02",2020-02-26,146
"2020-06-02",2020-02-27,158
"2020-06-02",2020-02-28,162
"2020-06-02",2020-02-29,159
"2020-06-02",2020-03-01,302
"2020-06-02",2020-03-02,241
"2020-06-02",2020-03-03,233
"2020-06-02",2020-03-04,201
"2020-06-02",2020-03-05,250
"2020-06-02",2020-03-06,274
"2020-06-02",2020-03-07,290
"2020-06-02",2020-03-08,355
"2020-06-02",2020-03-09,489
"2020-06-02",2020-03-10,673
"2020-06-02",2020-03-11,592
"2020-06-02",2020-03-12,798
"2020-06-02",2020-03-13,957
"2020-06-02",2020-03-14,1074
"2020-06-02",2020-03-15,1382
"2020-06-02",2020-03-16,1626
"2020-06-02",2020-03-17,1546
"2020-06-02",2020-03-18,1777
"2020-06-02",2020-03-19,1783
"2020-06-02",2020-03-20,2565
"2020-06-02",2020-03-21,1927
"2020-06-02",2020-03-22,1922
"2020-06-02",2020-03-23,2468
"2020-06-02",2020-03-24,2074
"2020-06-02",2020-03-25,2106
"2020-06-02",2020-03-26,2034
"2020-06-02",2020-03-27,2029
"2020-06-02",2020-03-28,1945
"2020-06-02",2020-03-29,1821
"2020-06-02",2020-03-30,2110
"2020-06-02",2020-03-31,1876
"2020-06-02",2020-04-01,2867
"2020-06-02",2020-04-02,2107
"2020-06-02",2020-04-03,2193
"2020-06-02",2020-04-04,2246
"2020-06-02",2020-04-05,2249
"2020-06-02",2020-04-06,2389
"2020-06-02",2020-04-07,2238
"2020-06-02",2020-04-08,2380
"2020-06-02",2020-04-09,2470
"2020-06-02",2020-04-10,3339
"2020-06-02",2020-04-11,2362
"2020-06-02",2020-04-12,2763
"2020-06-02",2020-04-13,2990
"2020-06-02",2020-04-14,2914
"2020-06-02",2020-04-15,3336
"2020-06-02",2020-04-16,2948
"2020-06-02",2020-04-17,3237
"2020-06-02",2020-04-18,3417
"2020-06-02",2020-04-19,3148
"2020-06-02",2020-04-20,4919
"2020-06-02",2020-04-21,3053
"2020-06-02",2020-04-22,3375
"2020-06-02",2020-04-23,3519
"2020-06-02",2020-04-24,3648
"2020-06-02",2020-04-25,3834
"2020-06-02",2020-04-26,3527
"2020-06-02",2020-04-27,3760
"2020-06-02",2020-04-28,3743
"2020-06-02",2020-04-29,3106
"2020-06-02",2020-04-30,3986
"2020-06-02",2020-05-01,5767
"2020-06-02",2020-05-02,3784
"2020-06-02",2020-05-03,3722
"2020-06-02",2020-05-04,4106
"2020-06-02",2020-05-05,4192
"2020-06-02",2020-05-06,3482
"2020-06-02",2020-05-07,3685
"2020-06-02",2020-05-08,3872
"2020-06-02",2020-05-09,3625
"2020-06-02",2020-05-10,4952
"2020-06-02",2020-05-11,3790
"2020-06-02",2020-05-12,3680
"2020-06-02",2020-05-13,3505
"2020-06-02",2020-05-14,3574
"2020-06-02",2020-05-15,4039
"2020-06-02",2020-05-16,3324
"2020-06-02",2020-05-17,3259
"2020-06-02",2020-05-18,3511
"2020-06-02",2020-05-19,2971
"2020-06-02",2020-05-20,3732
"2020-06-02",2020-05-21,2693
"2020-06-02",2020-05-22,2633
"2020-06-02",2020-05-23,2269
"2020-06-02",2020-05-24,2146
"2020-06-02",2020-05-25,2509
"2020-06-02",2020-05-26,1813
"2020-06-02",2020-05-27,1513
"2020-06-02",2020-05-28,1488
"2020-06-02",2020-05-29,1258
"2020-06-02",2020-05-30,957
"2020-06-02",2020-05-31,688
"2020-06-02",2020-06-01,483
"2020-06-02",2020-06-02,230
"2020-06-02",2020-06-03,28
"2020-06-03",2020-01-01,83
"2020-06-03",2020-01-02,57
"2020-06-03",2020-01-03,55
"2020-06-03",2020-01-04,47
"2020-06-03",2020-01-05,62
"2020-06-03",2020-01-06,67
"2020-06-03",2020-01-07,56
"2020-06-03",2020-01-08,53
"2020-06-03",2020-01-09,44
"2020-06-03",2020-01-10,71
"2020-06-03",2020-01-11,53
"2020-06-03",2020-01-12,55
"2020-06-03",2020-01-13,50
"2020-06-03",2020-01-14,64
"2020-06-03",2020-01-15,68
"2020-06-03",2020-01-16,64
"2020-06-03",2020-01-17,67
"2020-06-03",2020-01-18,51
"2020-06-03",2020-01-19,53
"2020-06-03",2020-01-20,58
"2020-06-03",2020-01-21,54
"2020-06-03",2020-01-22,52
"2020-06-03",2020-01-23,57
"2020-06-03",2020-01-24,52
"2020-06-03",2020-01-25,62
"2020-06-03",2020-01-26,58
"2020-06-03",2020-01-27,55
"2020-06-03",2020-01-28,55
"2020-06-03",2020-01-29,56
"2020-06-03",2020-01-30,63
"2020-06-03",2020-01-31,46
"2020-06-03",2020-02-01,85
"2020-06-03",2020-02-02,58
"2020-06-03",2020-02-03,64
"2020-06-03",2020-02-04,72
"2020-06-03",2020-02-05,73
"2020-06-03",2020-02-06,59
"2020-06-03",2020-02-07,74
"2020-06-03",2020-02-08,64
"2020-06-03",2020-02-09,78
"2020-06-03",2020-02-10,103
"2020-06-03",2020-02-11,70
"2020-06-03",2020-02-12,90
"2020-06-03",2020-02-13,78
"2020-06-03",2020-02-14,103
"2020-06-03",2020-02-15,102
"2020-06-03",2020-02-16,103
"2020-06-03",2020-02-17,133
"2020-06-03",2020-02-18,103
"2020-06-03",2020-02-19,102
"2020-06-03",2020-02-20,152
"2020-06-03",2020-02-21,123
"2020-06-03",2020-02-22,133
"2020-06-03",2020-02-23,126
"2020-06-03",2020-02-24,152
"2020-06-03",2020-02-25,169
"2020-06-03",2020-02-26,146
"2020-06-03",2020-02-27,158
"2020-06-03",2020-02-28,162
"2020-06-03",2020-02-29,159
"2020-06-03",2020-03-01,302
"2020-06-03",2020-03-02,241
"2020-06-03",2020-03-03,233
"2020-06-03",2020-03-04,201
"2020-06-03",2020-03-05,250
"2020-06-03",2020-03-06,274
"2020-06-03",2020-03-07,290
"2020-06-03",2020-03-08,355
"2020-06-03",2020-03-09,489
"2020-06-03",2020-03-10,673
"2020-06-03",2020-03-11,592
"2020-06-03",2020-03-12,798
"2020-06-03",2020-03-13,957
"2020-06-03",2020-03-14,1074
"2020-06-03",2020-03-15,1382
"2020-06-03",2020-03-16,1626
"2020-06-03",2020-03-17,1546
"2020-06-03",2020-03-18,1777
"2020-06-03",2020-03-19,1783
"2020-06-03",2020-03-20,2565
"2020-06-03",2020-03-21,1927
"2020-06-03",2020-03-22,1922
"2020-06-03",2020-03-23,2468
"2020-06-03",2020-03-24,2074
"2020-06-03",2020-03-25,2106
"2020-06-03",2020-03-26,2034
"2020-06-03",2020-03-27,2029
"2020-06-03",2020-03-28,1945
"2020-06-03",2020-03-29,1821
"2020-06-03",2020-03-30,2110
"2020-06-03",2020-03-31,1876
"2020-06-03",2020-04-01,2867
"2020-06-03",2020-04-02,2107
"2020-06-03",2020-04-03,2193
"2020-06-03",2020-04-04,2246
"2020-06-03",2020-04-05,2249
"2020-06-03",2020-04-06,2389
"2020-06-03",2020-04-07,2238
"2020-06-03",2020-04-08,2380
"2020-06-03",2020-04-09,2470
"2020-06-03",2020-04-10,3339
"2020-06-03",2020-04-11,2362
"2020-06-03",2020-04-12,2763
"2020-06-03",2020-04-13,2990
"2020-06-03",2020-04-14,2914
"2020-06-03",2020-04-15,3336
"2020-06-03",2020-04-16,2948
"2020-06-03",2020-04-17,3237
"2020-06-03",2020-04-18,3417
"2020-06-03",2020-04-19,3148
"2020-06-03",2020-04-20,4919
"2020-06-03",2020-04-21,3053
"2020-06-03",2020-04-22,3375
"2020-06-03",2020-04-23,3519
"2020-06-03",2020-04-24,3648
"2020-06-03",2020-04-25,3834
"2020-06-03",2020-04-26,3527
"2020-06-03",2020-04-27,3760
"2020-06-03",2020-04-28,3743
"2020-06-03",2020-04-29,3106
"2020-06-03",2020-04-30,3986
"2020-06-03",2020-05-01,5767
"2020-06-03",2020-05-02,3784
"2020-06-03",2020-05-03,3722
"2020-06-03",2020-05-04,4106
"2020-06-03",2020-05-05,4192
"2020-06-03",2020-05-06,3482
"2020-06-03",2020-05-07,3685
"2020-06-03",2020-05-08,3872
"2020-06-03",2020-05-09,3625
"2020-06-03",2020-05-10,4952
"2020-06-03",2020-05-11,3790
"2020-06-03",2020-05-12,3680
"2020-06-03",2020-05-13,3505
"2020-06-03",2020-05-14,3574
"2020-06-03",2020-05-15,4039
