"data","dt_evoluca","sg_uf","n"
"2020-11-10",2020-01-21,"PR",2
"2020-11-10",2020-01-21,"RS",1
"2020-11-10",2020-01-21,"TO",1
"2020-11-10",2020-01-22,"PR",2
"2020-11-10",2020-01-22,"RO",2
"2020-11-10",2020-01-22,"SP",2
"2020-11-10",2020-01-23,"AM",2
"2020-11-10",2020-01-23,"BA",1
"2020-11-10",2020-01-23,"PR",1
"2020-11-10",2020-01-23,"RS",1
"2020-11-10",2020-01-23,"SP",2
"2020-11-10",2020-01-24,"AC",1
"2020-11-10",2020-01-24,"ES",1
"2020-11-10",2020-01-24,"PE",1
"2020-11-10",2020-01-24,"RS",1
"2020-11-10",2020-01-24,"SP",3
"2020-11-10",2020-01-25,"AM",2
"2020-11-10",2020-01-25,"CE",1
"2020-11-10",2020-01-25,"PB",1
"2020-11-10",2020-01-25,"RS",2
"2020-11-10",2020-01-25,"SP",1
"2020-11-10",2020-01-26,"MG",1
"2020-11-10",2020-01-26,"PR",1
"2020-11-10",2020-01-26,"RJ",1
"2020-11-10",2020-01-26,"RS",1
"2020-11-10",2020-01-26,"SP",1
"2020-11-10",2020-01-27,"AM",1
"2020-11-10",2020-01-27,"CE",1
"2020-11-10",2020-01-27,"PR",1
"2020-11-10",2020-01-27,"RS",2
"2020-11-10",2020-01-27,"SP",1
"2020-11-10",2020-01-28,"AM",1
"2020-11-10",2020-01-28,"GO",1
"2020-11-10",2020-01-28,"PR",2
"2020-11-10",2020-01-29,"CE",1
"2020-11-10",2020-01-29,"DF",1
"2020-11-10",2020-01-29,"MG",4
"2020-11-10",2020-01-29,"RS",2
"2020-11-10",2020-01-29,"SP",1
"2020-11-10",2020-01-30,"AM",1
"2020-11-10",2020-01-30,"BA",1
"2020-11-10",2020-01-30,"CE",1
"2020-11-10",2020-01-30,"MS",1
"2020-11-10",2020-01-30,"PR",1
"2020-11-10",2020-01-30,"RJ",1
"2020-11-10",2020-01-30,"RO",1
"2020-11-10",2020-01-30,"SP",2
"2020-11-10",2020-01-31,"MG",2
"2020-11-10",2020-01-31,"PR",1
"2020-11-10",2020-01-31,"RJ",1
"2020-11-10",2020-01-31,"RO",1
"2020-11-10",2020-01-31,"RS",1
"2020-11-10",2020-02-01,"AM",1
"2020-11-10",2020-02-01,"GO",1
"2020-11-10",2020-02-01,"MG",1
"2020-11-10",2020-02-01,"PR",1
"2020-11-10",2020-02-01,"RJ",2
"2020-11-10",2020-02-01,"SP",2
"2020-11-10",2020-02-02,"AM",1
"2020-11-10",2020-02-02,"MG",1
"2020-11-10",2020-02-02,"PI",1
"2020-11-10",2020-02-02,"PR",2
"2020-11-10",2020-02-02,"RJ",1
"2020-11-10",2020-02-02,"RS",1
"2020-11-10",2020-02-02,"SP",2
"2020-11-10",2020-02-03,"MT",1
"2020-11-10",2020-02-03,"SP",1
"2020-11-10",2020-02-04,"GO",1
"2020-11-10",2020-02-04,"PR",1
"2020-11-10",2020-02-04,"SP",3
"2020-11-10",2020-02-05,"MG",1
"2020-11-10",2020-02-05,"RO",1
"2020-11-10",2020-02-05,"RS",1
"2020-11-10",2020-02-05,"SP",4
"2020-11-10",2020-02-06,"MG",3
"2020-11-10",2020-02-06,"PR",2
"2020-11-10",2020-02-06,"SP",1
"2020-11-10",2020-02-06,"TO",1
"2020-11-10",2020-02-07,"AM",1
"2020-11-10",2020-02-07,"ES",1
"2020-11-10",2020-02-07,"MA",1
"2020-11-10",2020-02-07,"PR",1
"2020-11-10",2020-02-07,"RJ",1
"2020-11-10",2020-02-07,"RS",1
"2020-11-10",2020-02-07,"SP",1
"2020-11-10",2020-02-08,"GO",1
"2020-11-10",2020-02-08,"MG",3
"2020-11-10",2020-02-08,"PR",1
"2020-11-10",2020-02-08,"RO",1
"2020-11-10",2020-02-08,"RS",1
"2020-11-10",2020-02-08,"TO",1
"2020-11-10",2020-02-09,"AM",1
"2020-11-10",2020-02-09,"BA",1
"2020-11-10",2020-02-09,"PA",1
"2020-11-10",2020-02-09,"PR",3
"2020-11-10",2020-02-09,"RJ",1
"2020-11-10",2020-02-09,"RO",1
"2020-11-10",2020-02-09,"SP",1
"2020-11-10",2020-02-10,"CE",1
"2020-11-10",2020-02-10,"MS",1
"2020-11-10",2020-02-10,"PB",1
"2020-11-10",2020-02-10,"RS",1
"2020-11-10",2020-02-10,"SP",2
"2020-11-10",2020-02-10,"TO",1
"2020-11-10",2020-02-11,"AM",1
"2020-11-10",2020-02-11,"ES",1
"2020-11-10",2020-02-11,"MG",1
"2020-11-10",2020-02-11,"PR",1
"2020-11-10",2020-02-11,"RO",1
"2020-11-10",2020-02-11,"SP",1
"2020-11-10",2020-02-12,"AC",1
"2020-11-10",2020-02-12,"AM",1
"2020-11-10",2020-02-12,"GO",2
"2020-11-10",2020-02-12,"PR",1
"2020-11-10",2020-02-13,"PI",1
"2020-11-10",2020-02-13,"RO",1
"2020-11-10",2020-02-13,"SP",1
"2020-11-10",2020-02-14,"AC",1
"2020-11-10",2020-02-14,"AM",1
"2020-11-10",2020-02-14,"DF",1
"2020-11-10",2020-02-14,"MG",1
"2020-11-10",2020-02-14,"RJ",1
"2020-11-10",2020-02-14,"SP",3
"2020-11-10",2020-02-15,"AC",1
"2020-11-10",2020-02-15,"BA",1
"2020-11-10",2020-02-15,"SP",4
"2020-11-10",2020-02-15,"TO",1
"2020-11-10",2020-02-16,"PR",1
"2020-11-10",2020-02-16,"RO",1
"2020-11-10",2020-02-16,"SC",1
"2020-11-10",2020-02-16,"SP",3
"2020-11-10",2020-02-17,"ES",1
"2020-11-10",2020-02-17,"GO",1
"2020-11-10",2020-02-17,"PR",1
"2020-11-10",2020-02-17,"RO",1
"2020-11-10",2020-02-17,"RS",2
"2020-11-10",2020-02-17,"SP",4
"2020-11-10",2020-02-18,"MG",2
"2020-11-10",2020-02-18,"MT",1
"2020-11-10",2020-02-18,"PI",1
"2020-11-10",2020-02-18,"PR",1
"2020-11-10",2020-02-18,"RS",1
"2020-11-10",2020-02-18,"SP",4
"2020-11-10",2020-02-19,"AM",1
"2020-11-10",2020-02-19,"CE",1
"2020-11-10",2020-02-19,"MG",1
"2020-11-10",2020-02-19,"PR",1
"2020-11-10",2020-02-19,"RJ",1
"2020-11-10",2020-02-19,"RO",1
"2020-11-10",2020-02-19,"SP",1
"2020-11-10",2020-02-20,"ES",1
"2020-11-10",2020-02-20,"PR",1
"2020-11-10",2020-02-20,"RS",1
"2020-11-10",2020-02-20,"SP",2
"2020-11-10",2020-02-21,"AM",2
"2020-11-10",2020-02-21,"DF",1
"2020-11-10",2020-02-21,"GO",2
"2020-11-10",2020-02-21,"PB",1
"2020-11-10",2020-02-21,"RS",1
"2020-11-10",2020-02-21,"SC",1
"2020-11-10",2020-02-21,"SP",3
"2020-11-10",2020-02-21,"TO",1
"2020-11-10",2020-02-22,"AL",1
"2020-11-10",2020-02-22,"MA",1
"2020-11-10",2020-02-22,"MG",1
"2020-11-10",2020-02-22,"RJ",1
"2020-11-10",2020-02-22,"SP",4
"2020-11-10",2020-02-23,"AC",1
"2020-11-10",2020-02-23,"AM",1
"2020-11-10",2020-02-23,"DF",1
"2020-11-10",2020-02-23,"MG",1
"2020-11-10",2020-02-23,"MS",1
"2020-11-10",2020-02-23,"PB",1
"2020-11-10",2020-02-23,"PR",1
"2020-11-10",2020-02-23,"RO",1
"2020-11-10",2020-02-23,"SC",2
"2020-11-10",2020-02-24,"CE",1
"2020-11-10",2020-02-24,"MG",1
"2020-11-10",2020-02-24,"PI",1
"2020-11-10",2020-02-24,"PR",1
"2020-11-10",2020-02-24,"RO",1
"2020-11-10",2020-02-24,"RS",1
"2020-11-10",2020-02-24,"SP",3
"2020-11-10",2020-02-25,"BA",1
"2020-11-10",2020-02-25,"MA",1
"2020-11-10",2020-02-25,"MG",2
"2020-11-10",2020-02-25,"MT",1
"2020-11-10",2020-02-25,"PR",1
"2020-11-10",2020-02-25,"RO",1
"2020-11-10",2020-02-25,"SP",3
"2020-11-10",2020-02-26,"AM",1
"2020-11-10",2020-02-26,"CE",1
"2020-11-10",2020-02-26,"PA",1
"2020-11-10",2020-02-26,"PR",1
"2020-11-10",2020-02-26,"RO",1
"2020-11-10",2020-02-26,"RS",1
"2020-11-10",2020-02-26,"SC",1
"2020-11-10",2020-02-27,"MS",1
"2020-11-10",2020-02-27,"MT",1
"2020-11-10",2020-02-27,"RS",2
"2020-11-10",2020-02-27,"SP",1
"2020-11-10",2020-02-28,"BA",1
"2020-11-10",2020-02-28,"MS",1
"2020-11-10",2020-02-28,"RS",1
"2020-11-10",2020-02-28,"SP",3
"2020-11-10",2020-02-29,"AM",1
"2020-11-10",2020-02-29,"DF",1
"2020-11-10",2020-02-29,"PB",1
"2020-11-10",2020-02-29,"PI",1
"2020-11-10",2020-02-29,"RO",3
"2020-11-10",2020-02-29,"RS",2
"2020-11-10",2020-02-29,"SP",5
"2020-11-10",2020-03-01,"AC",1
"2020-11-10",2020-03-01,"GO",1
"2020-11-10",2020-03-01,"MS",1
"2020-11-10",2020-03-01,"RO",1
"2020-11-10",2020-03-01,"SP",1
"2020-11-10",2020-03-02,"CE",1
"2020-11-10",2020-03-02,"MG",1
"2020-11-10",2020-03-02,"PA",1
"2020-11-10",2020-03-02,"PE",1
"2020-11-10",2020-03-02,"PI",1
"2020-11-10",2020-03-02,"PR",1
"2020-11-10",2020-03-02,"RO",1
"2020-11-10",2020-03-02,"RS",1
"2020-11-10",2020-03-02,"SP",1
"2020-11-10",2020-03-03,"ES",1
"2020-11-10",2020-03-03,"GO",1
"2020-11-10",2020-03-03,"PB",1
"2020-11-10",2020-03-03,"PR",2
"2020-11-10",2020-03-03,"RJ",3
"2020-11-10",2020-03-03,"RS",1
"2020-11-10",2020-03-03,"SC",1
"2020-11-10",2020-03-03,"SP",5
"2020-11-10",2020-03-04,"AM",1
"2020-11-10",2020-03-04,"MG",2
"2020-11-10",2020-03-04,"MT",1
"2020-11-10",2020-03-04,"PA",1
"2020-11-10",2020-03-04,"PB",3
"2020-11-10",2020-03-04,"PI",1
"2020-11-10",2020-03-04,"PR",1
"2020-11-10",2020-03-04,"SP",1
"2020-11-10",2020-03-05,"BA",2
"2020-11-10",2020-03-05,"MG",3
"2020-11-10",2020-03-05,"MS",1
"2020-11-10",2020-03-05,"PA",2
"2020-11-10",2020-03-05,"PI",1
"2020-11-10",2020-03-05,"PR",2
"2020-11-10",2020-03-05,"RS",2
"2020-11-10",2020-03-05,"SC",1
"2020-11-10",2020-03-05,"SP",2
"2020-11-10",2020-03-06,"BA",3
"2020-11-10",2020-03-06,"MA",1
"2020-11-10",2020-03-06,"MG",1
"2020-11-10",2020-03-06,"PI",1
"2020-11-10",2020-03-06,"PR",1
"2020-11-10",2020-03-06,"RJ",1
"2020-11-10",2020-03-06,"RS",2
"2020-11-10",2020-03-06,"SC",1
"2020-11-10",2020-03-06,"SP",1
"2020-11-10",2020-03-07,"AC",1
"2020-11-10",2020-03-07,"CE",1
"2020-11-10",2020-03-07,"ES",1
"2020-11-10",2020-03-07,"MG",2
"2020-11-10",2020-03-07,"PA",1
"2020-11-10",2020-03-07,"PE",1
"2020-11-10",2020-03-07,"PR",1
"2020-11-10",2020-03-07,"SP",3
"2020-11-10",2020-03-08,"AM",1
"2020-11-10",2020-03-08,"BA",1
"2020-11-10",2020-03-08,"MG",1
"2020-11-10",2020-03-08,"MT",1
"2020-11-10",2020-03-08,"PE",2
"2020-11-10",2020-03-08,"RJ",1
"2020-11-10",2020-03-08,"RS",1
"2020-11-10",2020-03-08,"SE",1
"2020-11-10",2020-03-08,"SP",4
"2020-11-10",2020-03-09,"AC",1
"2020-11-10",2020-03-09,"AM",1
"2020-11-10",2020-03-09,"BA",1
"2020-11-10",2020-03-09,"MG",1
"2020-11-10",2020-03-09,"PA",1
"2020-11-10",2020-03-09,"PR",3
"2020-11-10",2020-03-09,"RJ",2
"2020-11-10",2020-03-09,"SE",1
"2020-11-10",2020-03-09,"SP",3
"2020-11-10",2020-03-10,"AM",1
"2020-11-10",2020-03-10,"BA",1
"2020-11-10",2020-03-10,"DF",1
"2020-11-10",2020-03-10,"MG",1
"2020-11-10",2020-03-10,"PB",1
"2020-11-10",2020-03-10,"PE",1
"2020-11-10",2020-03-10,"PR",2
"2020-11-10",2020-03-10,"RJ",1
"2020-11-10",2020-03-10,"RS",1
"2020-11-10",2020-03-10,"SP",4
"2020-11-10",2020-03-11,"BA",2
"2020-11-10",2020-03-11,"DF",1
"2020-11-10",2020-03-11,"GO",1
"2020-11-10",2020-03-11,"MA",1
"2020-11-10",2020-03-11,"MG",1
"2020-11-10",2020-03-11,"MS",1
"2020-11-10",2020-03-11,"PA",1
"2020-11-10",2020-03-11,"PE",2
"2020-11-10",2020-03-11,"PR",3
"2020-11-10",2020-03-11,"RJ",1
"2020-11-10",2020-03-11,"SP",3
"2020-11-10",2020-03-12,"BA",1
"2020-11-10",2020-03-12,"CE",1
"2020-11-10",2020-03-12,"MA",1
"2020-11-10",2020-03-12,"PR",1
"2020-11-10",2020-03-12,"RN",1
"2020-11-10",2020-03-12,"SP",7
"2020-11-10",2020-03-13,"BA",2
"2020-11-10",2020-03-13,"MG",1
"2020-11-10",2020-03-13,"PA",1
"2020-11-10",2020-03-13,"PR",1
"2020-11-10",2020-03-13,"RJ",1
"2020-11-10",2020-03-13,"RO",1
"2020-11-10",2020-03-13,"RS",3
"2020-11-10",2020-03-13,"SP",10
"2020-11-10",2020-03-13,"TO",1
"2020-11-10",2020-03-14,"GO",1
"2020-11-10",2020-03-14,"PR",2
"2020-11-10",2020-03-14,"RJ",3
"2020-11-10",2020-03-14,"RS",1
"2020-11-10",2020-03-14,"SP",9
"2020-11-10",2020-03-15,"AC",1
"2020-11-10",2020-03-15,"BA",1
"2020-11-10",2020-03-15,"GO",1
"2020-11-10",2020-03-15,"MA",1
"2020-11-10",2020-03-15,"MG",1
"2020-11-10",2020-03-15,"PB",1
"2020-11-10",2020-03-15,"PR",2
"2020-11-10",2020-03-15,"RO",1
"2020-11-10",2020-03-15,"RS",1
"2020-11-10",2020-03-15,"SP",11
"2020-11-10",2020-03-16,"AM",2
"2020-11-10",2020-03-16,"DF",1
"2020-11-10",2020-03-16,"GO",2
"2020-11-10",2020-03-16,"MA",2
"2020-11-10",2020-03-16,"MG",3
"2020-11-10",2020-03-16,"PA",1
"2020-11-10",2020-03-16,"PR",1
"2020-11-10",2020-03-16,"RO",1
"2020-11-10",2020-03-16,"RS",2
"2020-11-10",2020-03-16,"SE",3
"2020-11-10",2020-03-16,"SP",17
"2020-11-10",2020-03-17,"GO",1
"2020-11-10",2020-03-17,"MA",3
"2020-11-10",2020-03-17,"PA",1
"2020-11-10",2020-03-17,"PR",2
"2020-11-10",2020-03-17,"RJ",5
"2020-11-10",2020-03-17,"SP",10
"2020-11-10",2020-03-18,"AL",1
"2020-11-10",2020-03-18,"CE",2
"2020-11-10",2020-03-18,"DF",2
"2020-11-10",2020-03-18,"MA",2
"2020-11-10",2020-03-18,"MG",2
"2020-11-10",2020-03-18,"PA",2
"2020-11-10",2020-03-18,"PB",2
"2020-11-10",2020-03-18,"PE",1
"2020-11-10",2020-03-18,"PR",4
"2020-11-10",2020-03-18,"RJ",5
"2020-11-10",2020-03-18,"RS",2
"2020-11-10",2020-03-18,"SC",1
"2020-11-10",2020-03-18,"SP",32
"2020-11-10",2020-03-19,"AM",4
"2020-11-10",2020-03-19,"BA",1
"2020-11-10",2020-03-19,"CE",1
"2020-11-10",2020-03-19,"GO",1
"2020-11-10",2020-03-19,"MA",3
"2020-11-10",2020-03-19,"MG",3
"2020-11-10",2020-03-19,"MS",1
"2020-11-10",2020-03-19,"PA",1
"2020-11-10",2020-03-19,"PB",1
"2020-11-10",2020-03-19,"PE",4
"2020-11-10",2020-03-19,"PI",1
"2020-11-10",2020-03-19,"PR",5
"2020-11-10",2020-03-19,"RJ",11
"2020-11-10",2020-03-19,"RO",1
"2020-11-10",2020-03-19,"RR",1
"2020-11-10",2020-03-19,"SC",1
"2020-11-10",2020-03-19,"SP",30
"2020-11-10",2020-03-20,"AM",1
"2020-11-10",2020-03-20,"AP",2
"2020-11-10",2020-03-20,"BA",2
"2020-11-10",2020-03-20,"CE",1
"2020-11-10",2020-03-20,"DF",1
"2020-11-10",2020-03-20,"GO",1
"2020-11-10",2020-03-20,"MA",2
"2020-11-10",2020-03-20,"MG",4
"2020-11-10",2020-03-20,"MS",1
"2020-11-10",2020-03-20,"PA",2
"2020-11-10",2020-03-20,"PB",5
"2020-11-10",2020-03-20,"PE",8
"2020-11-10",2020-03-20,"PI",3
"2020-11-10",2020-03-20,"PR",5
"2020-11-10",2020-03-20,"RJ",10
"2020-11-10",2020-03-20,"RS",1
"2020-11-10",2020-03-20,"SC",2
"2020-11-10",2020-03-20,"SP",44
"2020-11-10",2020-03-21,"BA",2
"2020-11-10",2020-03-21,"CE",4
"2020-11-10",2020-03-21,"ES",1
"2020-11-10",2020-03-21,"GO",2
"2020-11-10",2020-03-21,"MA",1
"2020-11-10",2020-03-21,"MG",9
"2020-11-10",2020-03-21,"MS",3
"2020-11-10",2020-03-21,"PB",1
"2020-11-10",2020-03-21,"PE",8
"2020-11-10",2020-03-21,"PR",9
"2020-11-10",2020-03-21,"RJ",10
"2020-11-10",2020-03-21,"RN",1
"2020-11-10",2020-03-21,"RO",1
"2020-11-10",2020-03-21,"RS",6
"2020-11-10",2020-03-21,"SC",3
"2020-11-10",2020-03-21,"SP",68
"2020-11-10",2020-03-22,"AM",1
"2020-11-10",2020-03-22,"BA",4
"2020-11-10",2020-03-22,"DF",1
"2020-11-10",2020-03-22,"GO",2
"2020-11-10",2020-03-22,"MA",2
"2020-11-10",2020-03-22,"MG",9
"2020-11-10",2020-03-22,"MS",1
"2020-11-10",2020-03-22,"PA",1
"2020-11-10",2020-03-22,"PB",2
"2020-11-10",2020-03-22,"PE",8
"2020-11-10",2020-03-22,"PI",1
"2020-11-10",2020-03-22,"PR",9
"2020-11-10",2020-03-22,"RJ",12
"2020-11-10",2020-03-22,"RN",1
"2020-11-10",2020-03-22,"RS",5
"2020-11-10",2020-03-22,"SC",4
"2020-11-10",2020-03-22,"SP",69
"2020-11-10",2020-03-23,"BA",3
"2020-11-10",2020-03-23,"CE",6
"2020-11-10",2020-03-23,"DF",3
"2020-11-10",2020-03-23,"GO",8
"2020-11-10",2020-03-23,"MA",2
"2020-11-10",2020-03-23,"MG",14
"2020-11-10",2020-03-23,"MS",1
"2020-11-10",2020-03-23,"PA",2
"2020-11-10",2020-03-23,"PB",1
"2020-11-10",2020-03-23,"PE",9
"2020-11-10",2020-03-23,"PR",9
"2020-11-10",2020-03-23,"RJ",19
"2020-11-10",2020-03-23,"RN",1
"2020-11-10",2020-03-23,"RS",3
"2020-11-10",2020-03-23,"SC",4
"2020-11-10",2020-03-23,"SE",1
"2020-11-10",2020-03-23,"SP",86
"2020-11-10",2020-03-24,"AL",1
"2020-11-10",2020-03-24,"AM",3
"2020-11-10",2020-03-24,"BA",3
"2020-11-10",2020-03-24,"CE",11
"2020-11-10",2020-03-24,"DF",2
"2020-11-10",2020-03-24,"GO",2
"2020-11-10",2020-03-24,"MA",1
"2020-11-10",2020-03-24,"MG",18
"2020-11-10",2020-03-24,"MS",3
"2020-11-10",2020-03-24,"MT",1
"2020-11-10",2020-03-24,"PA",2
"2020-11-10",2020-03-24,"PB",3
"2020-11-10",2020-03-24,"PE",10
"2020-11-10",2020-03-24,"PI",2
"2020-11-10",2020-03-24,"PR",13
"2020-11-10",2020-03-24,"RJ",17
"2020-11-10",2020-03-24,"RN",2
"2020-11-10",2020-03-24,"RO",1
"2020-11-10",2020-03-24,"RS",9
"2020-11-10",2020-03-24,"SC",4
"2020-11-10",2020-03-24,"SP",91
"2020-11-10",2020-03-24,NA,1
"2020-11-10",2020-03-25,"AC",1
"2020-11-10",2020-03-25,"AL",1
"2020-11-10",2020-03-25,"BA",5
"2020-11-10",2020-03-25,"CE",6
"2020-11-10",2020-03-25,"ES",3
"2020-11-10",2020-03-25,"GO",5
"2020-11-10",2020-03-25,"MA",1
"2020-11-10",2020-03-25,"MG",9
"2020-11-10",2020-03-25,"MS",3
"2020-11-10",2020-03-25,"MT",1
"2020-11-10",2020-03-25,"PA",1
"2020-11-10",2020-03-25,"PB",8
"2020-11-10",2020-03-25,"PE",9
"2020-11-10",2020-03-25,"PI",1
"2020-11-10",2020-03-25,"PR",13
"2020-11-10",2020-03-25,"RJ",26
"2020-11-10",2020-03-25,"RN",3
"2020-11-10",2020-03-25,"RO",2
"2020-11-10",2020-03-25,"RS",11
"2020-11-10",2020-03-25,"SC",7
"2020-11-10",2020-03-25,"SP",94
"2020-11-10",2020-03-26,"AL",1
"2020-11-10",2020-03-26,"BA",4
"2020-11-10",2020-03-26,"CE",9
"2020-11-10",2020-03-26,"DF",1
"2020-11-10",2020-03-26,"ES",2
"2020-11-10",2020-03-26,"GO",3
"2020-11-10",2020-03-26,"MA",2
"2020-11-10",2020-03-26,"MG",26
"2020-11-10",2020-03-26,"MS",3
"2020-11-10",2020-03-26,"MT",2
"2020-11-10",2020-03-26,"PA",2
"2020-11-10",2020-03-26,"PB",3
"2020-11-10",2020-03-26,"PE",15
"2020-11-10",2020-03-26,"PI",3
"2020-11-10",2020-03-26,"PR",6
"2020-11-10",2020-03-26,"RJ",21
"2020-11-10",2020-03-26,"RN",3
"2020-11-10",2020-03-26,"RO",1
"2020-11-10",2020-03-26,"RR",1
"2020-11-10",2020-03-26,"RS",6
"2020-11-10",2020-03-26,"SC",2
"2020-11-10",2020-03-26,"SP",118
"2020-11-10",2020-03-26,NA,1
"2020-11-10",2020-03-27,"AM",3
"2020-11-10",2020-03-27,"BA",2
"2020-11-10",2020-03-27,"CE",8
"2020-11-10",2020-03-27,"DF",3
"2020-11-10",2020-03-27,"ES",1
"2020-11-10",2020-03-27,"GO",2
"2020-11-10",2020-03-27,"MA",3
"2020-11-10",2020-03-27,"MG",11
"2020-11-10",2020-03-27,"MS",3
"2020-11-10",2020-03-27,"MT",4
"2020-11-10",2020-03-27,"PA",3
"2020-11-10",2020-03-27,"PB",3
"2020-11-10",2020-03-27,"PE",7
"2020-11-10",2020-03-27,"PI",1
"2020-11-10",2020-03-27,"PR",12
"2020-11-10",2020-03-27,"RJ",20
"2020-11-10",2020-03-27,"RN",1
"2020-11-10",2020-03-27,"RS",5
"2020-11-10",2020-03-27,"SC",2
"2020-11-10",2020-03-27,"SE",1
"2020-11-10",2020-03-27,"SP",136
"2020-11-10",2020-03-28,"AL",1
"2020-11-10",2020-03-28,"AM",1
"2020-11-10",2020-03-28,"BA",4
"2020-11-10",2020-03-28,"CE",4
"2020-11-10",2020-03-28,"DF",2
"2020-11-10",2020-03-28,"ES",1
"2020-11-10",2020-03-28,"GO",4
"2020-11-10",2020-03-28,"MA",4
"2020-11-10",2020-03-28,"MG",20
"2020-11-10",2020-03-28,"MS",1
"2020-11-10",2020-03-28,"MT",3
"2020-11-10",2020-03-28,"PA",1
"2020-11-10",2020-03-28,"PB",2
"2020-11-10",2020-03-28,"PE",5
"2020-11-10",2020-03-28,"PR",10
"2020-11-10",2020-03-28,"RJ",23
"2020-11-10",2020-03-28,"RN",5
"2020-11-10",2020-03-28,"RS",9
"2020-11-10",2020-03-28,"SC",3
"2020-11-10",2020-03-28,"SE",1
"2020-11-10",2020-03-28,"SP",134
"2020-11-10",2020-03-29,"AM",3
"2020-11-10",2020-03-29,"BA",7
"2020-11-10",2020-03-29,"CE",11
"2020-11-10",2020-03-29,"DF",4
"2020-11-10",2020-03-29,"ES",2
"2020-11-10",2020-03-29,"GO",4
"2020-11-10",2020-03-29,"MA",1
"2020-11-10",2020-03-29,"MG",21
"2020-11-10",2020-03-29,"MS",1
"2020-11-10",2020-03-29,"MT",1
"2020-11-10",2020-03-29,"PA",2
"2020-11-10",2020-03-29,"PB",2
"2020-11-10",2020-03-29,"PE",5
"2020-11-10",2020-03-29,"PI",4
"2020-11-10",2020-03-29,"PR",10
"2020-11-10",2020-03-29,"RJ",23
"2020-11-10",2020-03-29,"RN",2
"2020-11-10",2020-03-29,"RO",1
"2020-11-10",2020-03-29,"RS",11
"2020-11-10",2020-03-29,"SC",5
"2020-11-10",2020-03-29,"SP",139
"2020-11-10",2020-03-30,"AC",1
"2020-11-10",2020-03-30,"AL",2
"2020-11-10",2020-03-30,"AM",3
"2020-11-10",2020-03-30,"BA",6
"2020-11-10",2020-03-30,"CE",11
"2020-11-10",2020-03-30,"GO",4
"2020-11-10",2020-03-30,"MA",1
"2020-11-10",2020-03-30,"MG",20
"2020-11-10",2020-03-30,"MS",3
"2020-11-10",2020-03-30,"MT",2
