"data";"tot.pass";"est.pagantes";"est.grat";"tot.grat";"semana";"semana.num";"semana.dia1";"ano";"estudantes";"grat.no.est"
2021-06-11;5051945;25734;79295;536975;"2021-W23";23;2021-06-06;"2021";105029;457680
2021-06-12;3162275;12488;54227;369802;"2021-W23";23;2021-06-06;"2021";66715;315575
2021-06-13;1473733;5127;23447;200556;"2021-W24";24;2021-06-13;"2021";28574;177109
2021-06-14;4385340;23570;66239;486927;"2021-W24";24;2021-06-13;"2021";89809;420688
2021-06-15;4562587;24479;69662;506772;"2021-W24";24;2021-06-13;"2021";94141;437110
2021-06-16;4598433;24875;70133;505312;"2021-W24";24;2021-06-13;"2021";95008;435179
2021-06-17;4401815;23138;63548;457281;"2021-W24";24;2021-06-13;"2021";86686;393733
2021-06-18;4773267;23360;65155;507856;"2021-W24";24;2021-06-13;"2021";88515;442701
2021-06-19;2869755;11010;39369;318728;"2021-W24";24;2021-06-13;"2021";50379;279359
2021-06-20;1359561;4603;18799;183938;"2021-W25";25;2021-06-20;"2021";23402;165139
2021-06-21;3943708;19159;51170;423600;"2021-W25";25;2021-06-20;"2021";70329;372430
2021-06-22;4245647;21150;54200;439585;"2021-W25";25;2021-06-20;"2021";75350;385385
2021-06-23;4426054;21845;55556;472695;"2021-W25";25;2021-06-20;"2021";77401;417139
2021-06-24;4533442;21607;54911;476611;"2021-W25";25;2021-06-20;"2021";76518;421700
2021-06-25;5075023;22480;59850;554493;"2021-W25";25;2021-06-20;"2021";82330;494643
2021-06-26;3078391;10920;38323;365266;"2021-W25";25;2021-06-20;"2021";49243;326943
2021-06-27;1488312;5046;18228;208568;"2021-W26";26;2021-06-27;"2021";23274;190340
2021-06-28;4444482;19147;48718;493034;"2021-W26";26;2021-06-27;"2021";67865;444316
2021-06-29;4304978;18485;44536;436478;"2021-W26";26;2021-06-27;"2021";63021;391942
2021-06-30;4276368;17683;43196;466578;"2021-W26";26;2021-06-27;"2021";60879;423382
2021-07-01;4327629;17087;46374;467603;"2021-W26";26;2021-06-27;"2021";63461;421229
2021-07-02;5115474;19715;66880;575623;"2021-W26";26;2021-06-27;"2021";86595;508743
2021-07-03;3003176;10457;45159;363631;"2021-W26";26;2021-06-27;"2021";55616;318472
2021-07-04;1409194;4049;21092;195368;"2021-W27";27;2021-07-04;"2021";25141;174276
2021-07-05;4329213;16605;61905;506053;"2021-W27";27;2021-07-04;"2021";78510;444148
2021-07-06;4433213;17296;50257;513341;"2021-W27";27;2021-07-04;"2021";67553;463084
2021-07-07;4579953;17607;55205;542361;"2021-W27";27;2021-07-04;"2021";72812;487156
2021-07-08;5200731;19366;62656;604346;"2021-W27";27;2021-07-04;"2021";82022;541690
2021-07-09;2662141;8057;30423;326333;"2021-W27";27;2021-07-04;"2021";38480;295910
2021-07-10;2935644;8701;34800;377465;"2021-W27";27;2021-07-04;"2021";43501;342665
2021-07-11;1478638;4151;16456;206379;"2021-W28";28;2021-07-11;"2021";20607;189923
2021-07-12;4669179;15954;45942;547552;"2021-W28";28;2021-07-11;"2021";61896;501610
2021-07-13;4820488;16215;45061;545073;"2021-W28";28;2021-07-11;"2021";61276;500012
2021-07-14;4789871;15715;41984;547513;"2021-W28";28;2021-07-11;"2021";57699;505529
2021-07-15;4817401;15060;37748;518378;"2021-W28";28;2021-07-11;"2021";52808;480630
2021-07-16;4970778;14902;37104;547425;"2021-W28";28;2021-07-11;"2021";52006;510321
2021-07-17;3001266;8013;25666;347012;"2021-W28";28;2021-07-11;"2021";33679;321346
2021-07-18;1481013;3839;12773;205638;"2021-W29";29;2021-07-18;"2021";16612;192865
2021-07-19;4547120;13286;29754;511287;"2021-W29";29;2021-07-18;"2021";43040;481533
2021-07-20;4570933;13167;27984;502267;"2021-W29";29;2021-07-18;"2021";41151;474283
2021-07-21;4595803;13354;26875;509693;"2021-W29";29;2021-07-18;"2021";40229;482818
2021-07-22;4649836;13014;25716;498886;"2021-W29";29;2021-07-18;"2021";38730;473170
2021-07-23;5000673;13501;26564;549293;"2021-W29";29;2021-07-18;"2021";40065;522729
2021-07-24;3122110;7807;21128;371877;"2021-W29";29;2021-07-18;"2021";28935;350749
2021-07-25;1505041;3593;9895;206285;"2021-W30";30;2021-07-25;"2021";13488;196390
2021-07-26;4414413;11626;21019;498527;"2021-W30";30;2021-07-25;"2021";32645;477508
2021-07-27;4452172;12078;20507;501297;"2021-W30";30;2021-07-25;"2021";32585;480790
2021-07-28;4117249;9947;15023;381583;"2021-W30";30;2021-07-25;"2021";24970;366560
2021-07-29;4513539;11463;18015;480406;"2021-W30";30;2021-07-25;"2021";29478;462391
2021-07-30;4915486;11794;19767;530659;"2021-W30";30;2021-07-25;"2021";31561;510892
2021-07-31;3023767;6895;16467;350867;"2021-W30";30;2021-07-25;"2021";23362;334400
2021-08-01;1392340;3244;11933;189086;"2021-W31";31;2021-08-01;"2021";15177;177153
2021-08-02;4494561;19298;59633;499463;"2021-W31";31;2021-08-01;"2021";78931;439830
2021-08-03;4838057;24922;84257;525091;"2021-W31";31;2021-08-01;"2021";109179;440834
2021-08-04;4985943;27665;94488;561333;"2021-W31";31;2021-08-01;"2021";122153;466845
2021-08-05;5086312;28746;98614;563052;"2021-W31";31;2021-08-01;"2021";127360;464438
2021-08-06;5537159;30802;92126;638870;"2021-W31";31;2021-08-01;"2021";122928;546744
2021-08-07;3419556;13905;60898;399412;"2021-W31";31;2021-08-01;"2021";74803;338514
2021-08-08;1683558;5766;27211;222127;"2021-W32";32;2021-08-08;"2021";32977;194916
2021-08-09;4916277;30406;103263;558303;"2021-W32";32;2021-08-08;"2021";133669;455040
2021-08-10;4900030;32545;106557;548507;"2021-W32";32;2021-08-08;"2021";139102;441950
2021-08-11;5784598;38958;133289;640284;"2021-W32";32;2021-08-08;"2021";172247;506995
2021-08-12;5696908;38675;131924;599916;"2021-W32";32;2021-08-08;"2021";170599;467992
2021-08-13;5602324;36300;125280;572474;"2021-W32";32;2021-08-08;"2021";161580;447194
2021-08-14;3578835;16348;70955;416899;"2021-W32";32;2021-08-08;"2021";87303;345944
2021-08-15;1882407;8064;37033;261207;"2021-W33";33;2021-08-15;"2021";45097;224174
2021-08-16;5506094;39114;131186;588801;"2021-W33";33;2021-08-15;"2021";170300;457615
2021-08-17;5789762;42727;141167;640391;"2021-W33";33;2021-08-15;"2021";183894;499224
2021-08-18;5821318;43426;137148;644141;"2021-W33";33;2021-08-15;"2021";180574;506993
2021-08-19;5809051;43358;136927;624214;"2021-W33";33;2021-08-15;"2021";180285;487287
2021-08-20;5838501;41077;130501;636453;"2021-W33";33;2021-08-15;"2021";171578;505952
2021-08-21;3700388;18077;75848;437010;"2021-W33";33;2021-08-15;"2021";93925;361162
2021-08-22;1952592;8940;39297;269288;"2021-W34";34;2021-08-22;"2021";48237;229991
2021-08-23;5656926;42425;135175;619494;"2021-W34";34;2021-08-22;"2021";177600;484319
2021-08-24;5816191;44578;142252;626079;"2021-W34";34;2021-08-22;"2021";186830;483827
2021-08-25;5922040;46262;146364;653825;"2021-W34";34;2021-08-22;"2021";192626;507461
2021-08-26;5877488;45129;144156;627956;"2021-W34";34;2021-08-22;"2021";189285;483800
2021-08-27;5771943;40975;131589;613992;"2021-W34";34;2021-08-22;"2021";172564;482403
2021-08-28;3125024;13875;57561;323506;"2021-W34";34;2021-08-22;"2021";71436;265945
2021-08-29;1808084;7512;34304;247039;"2021-W35";35;2021-08-29;"2021";41816;212735
2021-08-30;5667765;41450;134210;629182;"2021-W35";35;2021-08-29;"2021";175660;494972
2021-08-31;5945251;44282;143715;661504;"2021-W35";35;2021-08-29;"2021";187997;517789
2021-09-01;6037850;47983;155999;684673;"2021-W35";35;2021-08-29;"2021";203982;528674
2021-09-02;6020791;49449;165667;670885;"2021-W35";35;2021-08-29;"2021";215116;505218
2021-09-03;6028733;47588;165689;688769;"2021-W35";35;2021-08-29;"2021";213277;523080
2021-09-04;3759020;20676;92795;452076;"2021-W35";35;2021-08-29;"2021";113471;359281
2021-09-05;1977006;10233;48122;275294;"2021-W36";36;2021-09-05;"2021";58355;227172
2021-09-06;4708808;24462;79765;571029;"2021-W36";36;2021-09-05;"2021";104227;491264
2021-09-07;2406237;12083;49527;293802;"2021-W36";36;2021-09-05;"2021";61610;244275
2021-09-08;6135235;52999;155175;738997;"2021-W36";36;2021-09-05;"2021";208174;583822
2021-09-09;6060061;53553;163158;674215;"2021-W36";36;2021-09-05;"2021";216711;511057
2021-09-10;6069484;51041;163514;678799;"2021-W36";36;2021-09-05;"2021";214555;515285
2021-09-11;3856828;23437;97934;462798;"2021-W36";36;2021-09-05;"2021";121371;364864
2021-09-12;2040283;11431;52267;283675;"2021-W37";37;2021-09-12;"2021";63698;231408
2021-09-13;5922483;54067;176234;671822;"2021-W37";37;2021-09-12;"2021";230301;495588
2021-09-14;6043881;57078;185859;670850;"2021-W37";37;2021-09-12;"2021";242937;484991
2021-09-15;6006653;57676;188328;657414;"2021-W37";37;2021-09-12;"2021";246004;469086
2021-09-16;5903931;55550;185477;620913;"2021-W37";37;2021-09-12;"2021";241027;435436
2021-09-17;5853673;52672;180795;637851;"2021-W37";37;2021-09-12;"2021";233467;457056
2021-09-18;3504284;22230;96591;412125;"2021-W37";37;2021-09-12;"2021";118821;315534
2021-09-19;1734310;10015;48190;239880;"2021-W38";38;2021-09-19;"2021";58205;191690
2021-09-20;5410674;51253;175405;591574;"2021-W38";38;2021-09-19;"2021";226658;416169
2021-09-21;5335815;51482;175983;566862;"2021-W38";38;2021-09-19;"2021";227465;390879
2021-09-22;5315257;51354;176228;561947;"2021-W38";38;2021-09-19;"2021";227582;385719
2021-09-23;5215339;49890;171071;553480;"2021-W38";38;2021-09-19;"2021";220961;382409
2021-09-24;5749782;50653;184753;626310;"2021-W38";38;2021-09-19;"2021";235406;441557
2021-09-25;3208069;19408;88948;360341;"2021-W38";38;2021-09-19;"2021";108356;271393
2021-09-26;1703630;10093;46938;230214;"2021-W39";39;2021-09-26;"2021";57031;183276
2021-09-27;5403384;50509;177542;603982;"2021-W39";39;2021-09-26;"2021";228051;426440
2021-09-28;5351686;50101;175691;594362;"2021-W39";39;2021-09-26;"2021";225792;418671
2021-09-29;5856620;55298;191545;651898;"2021-W39";39;2021-09-26;"2021";246843;460353
2021-09-30;5374112;49021;169363;592205;"2021-W39";39;2021-09-26;"2021";218384;422842
2021-10-01;5695883;49536;177851;622842;"2021-W39";39;2021-09-26;"2021";227387;444991
2021-10-02;3295003;21257;94893;386460;"2021-W39";39;2021-09-26;"2021";116150;291567
2021-10-03;1405445;7901;36751;187147;"2021-W40";40;2021-10-03;"2021";44652;150396
2021-10-04;5205310;50323;169729;579701;"2021-W40";40;2021-10-03;"2021";220052;409972
2021-10-05;5317961;54420;178867;606449;"2021-W40";40;2021-10-03;"2021";233287;427582
2021-10-06;5676058;58915;157334;661696;"2021-W40";40;2021-10-03;"2021";216249;504362
2021-10-07;5429309;56291;160380;606271;"2021-W40";40;2021-10-03;"2021";216671;445891
2021-10-08;6228433;60717;184837;716239;"2021-W40";40;2021-10-03;"2021";245554;531402
2021-10-09;3633715;23952;99341;407566;"2021-W40";40;2021-10-03;"2021";123293;308225
2021-10-10;1798540;10803;48576;236867;"2021-W41";41;2021-10-10;"2021";59379;188291
2021-10-11;4420811;27506;103186;506915;"2021-W41";41;2021-10-10;"2021";130692;403729
2021-10-12;2009479;12626;56174;248924;"2021-W41";41;2021-10-10;"2021";68800;192750
2021-10-13;5432622;55326;161183;624920;"2021-W41";41;2021-10-10;"2021";216509;463737
2021-10-14;5155362;53492;155631;575577;"2021-W41";41;2021-10-10;"2021";209123;419946
2021-10-15;5413620;50499;155992;594699;"2021-W41";41;2021-10-10;"2021";206491;438707
2021-10-16;3173731;21842;94580;369591;"2021-W41";41;2021-10-10;"2021";116422;275011
2021-10-17;1486776;9208;43948;202981;"2021-W42";42;2021-10-17;"2021";53156;159033
2021-10-18;4883747;53104;168647;494487;"2021-W42";42;2021-10-17;"2021";221751;325840
2021-10-19;5168856;59466;189664;549425;"2021-W42";42;2021-10-17;"2021";249130;359761
2021-10-20;5425569;61107;198173;589414;"2021-W42";42;2021-10-17;"2021";259280;391241
2021-10-21;5701126;64412;212581;613888;"2021-W42";42;2021-10-17;"2021";276993;401307
2021-10-22;6271124;65927;230515;689930;"2021-W42";42;2021-10-17;"2021";296442;459415
2021-10-23;3680067;27787;120046;428282;"2021-W42";42;2021-10-17;"2021";147833;308236
2021-10-24;1568697;9964;45958;202829;"2021-W43";43;2021-10-24;"2021";55922;156871
2021-10-25;5567831;61161;220118;618903;"2021-W43";43;2021-10-24;"2021";281279;398785
2021-10-26;5368771;59899;209933;586472;"2021-W43";43;2021-10-24;"2021";269832;376539
2021-10-27;5638616;61964;212642;619579;"2021-W43";43;2021-10-24;"2021";274606;406937
2021-10-28;5733910;62170;208173;617833;"2021-W43";43;2021-10-24;"2021";270343;409660
2021-10-29;6319542;62396;219341;712936;"2021-W43";43;2021-10-24;"2021";281737;493595
2021-10-30;3838376;25882;115513;458386;"2021-W43";43;2021-10-24;"2021";141395;342873
2021-10-31;1903007;11999;54104;257801;"2021-W44";44;2021-10-31;"2021";66103;203697
2021-11-01;4388157;27100;115189;508915;"2021-W44";44;2021-10-31;"2021";142289;393726
2021-11-02;2119226;13381;62530;287299;"2021-W44";44;2021-10-31;"2021";75911;224769
2021-11-03;5650356;66101;261471;665836;"2021-W44";44;2021-10-31;"2021";327572;404365
2021-11-04;5704793;68701;270397;651291;"2021-W44";44;2021-10-31;"2021";339098;380894
2021-11-05;6224855;72141;281570;717102;"2021-W44";44;2021-10-31;"2021";353711;435532
2021-11-06;3779947;30759;107750;444287;"2021-W44";44;2021-10-31;"2021";138509;336537
2021-11-07;2229834;16867;66928;307548;"2021-W45";45;2021-11-07;"2021";83795;240620
2021-11-08;6469966;80174;287503;754115;"2021-W45";45;2021-11-07;"2021";367677;466612
2021-11-09;6214641;79269;296365;698982;"2021-W45";45;2021-11-07;"2021";375634;402617
2021-11-10;5638428;72614;264309;637548;"2021-W45";45;2021-11-07;"2021";336923;373239
2021-11-11;5477285;69893;261438;568799;"2021-W45";45;2021-11-07;"2021";331331;307361
2021-11-12;6336724;76248;288514;687828;"2021-W45";45;2021-11-07;"2021";364762;399314
2021-11-13;3874415;30516;127809;456526;"2021-W45";45;2021-11-07;"2021";158325;328717
2021-11-14;2029465;16226;67281;271574;"2021-W46";46;2021-11-14;"2021";83507;204293
2021-11-15;2128489;15468;69305;267670;"2021-W46";46;2021-11-14;"2021";84773;198365
2021-11-16;5506917;68412;273012;634074;"2021-W46";46;2021-11-14;"2021";341424;361062
2021-11-17;5755540;72924;289336;641069;"2021-W46";46;2021-11-14;"2021";362260;351733
2021-11-18;6356161;79579;316912;662778;"2021-W46";46;2021-11-14;"2021";396491;345866
2021-11-19;5922183;69485;274902;598724;"2021-W46";46;2021-11-14;"2021";344387;323822
2021-11-20;3376190;26609;115881;409263;"2021-W46";46;2021-11-14;"2021";142490;293382
2021-11-21;1807312;14680;69218;244276;"2021-W47";47;2021-11-21;"2021";83898;175058
2021-11-22;5563005;66330;275298;621188;"2021-W47";47;2021-11-21;"2021";341628;345890
2021-11-23;5724856;69651;286736;625656;"2021-W47";47;2021-11-21;"2021";356387;338920
2021-11-24;3042066;35284;146421;341663;"2021-W47";47;2021-11-21;"2021";181705;195242
2021-11-25;5730378;66481;276898;620233;"2021-W47";47;2021-11-21;"2021";343379;343335
2021-11-26;6056567;65573;274339;658706;"2021-W47";47;2021-11-21;"2021";339912;384367
2021-11-27;3777418;28952;124808;442173;"2021-W47";47;2021-11-21;"2021";153760;317365
2021-11-28;1970985;15376;69242;264366;"2021-W48";48;2021-11-28;"2021";84618;195124
2021-11-29;5618083;59374;260002;624346;"2021-W48";48;2021-11-28;"2021";319376;364344
2021-11-30;6533416;67418;289988;720185;"2021-W48";48;2021-11-28;"2021";357406;430197
2021-12-01;6476027;69311;305755;721672;"2021-W48";48;2021-11-28;"2021";375066;415917
2021-12-02;5888509;64966;279842;649423;"2021-W48";48;2021-11-28;"2021";344808;369581
2021-12-03;6272595;66736;291227;710881;"2021-W48";48;2021-11-28;"2021";357963;419654
2021-12-04;4000534;32876;140382;460731;"2021-W48";48;2021-11-28;"2021";173258;320349
2021-12-05;2032706;15921;70453;266470;"2021-W49";49;2021-12-05;"2021";86374;196017
2021-12-06;6411164;67281;249239;744130;"2021-W49";49;2021-12-05;"2021";316520;494891
2021-12-07;5989264;62494;239413;627892;"2021-W49";49;2021-12-05;"2021";301907;388479
2021-12-08;5605154;59209;223252;652858;"2021-W49";49;2021-12-05;"2021";282461;429606
2021-12-09;5642770;57677;227467;621007;"2021-W49";49;2021-12-05;"2021";285144;393540
